"73","2","2100000","35061","1","35068","2","35021","400","35013","1000","35023","4000",,,,,,,,,,,"0"
"74","2","2200000","5084","1","35012","1","35013","2000","35023","5000",,,,,,,,,,,,,"0"
"75","2","2300000","35011","5","35072","1","35021","400","35013","2000","35023","5000",,,,,,,,,,,"0"
"76","2","2400000","5084","1","35015","1","35013","2000","35023","5000",,,,,,,,,,,,,"0"
"77","2","2500000","35010","2","35068","2","35021","400","35013","2000","35023","5000",,,,,,,,,,,"0"
"78","2","2600000","35015","1","35072","1","35013","2000","35023","5000",,,,,,,,,,,,,"0"
"79","2","2700000","35010","2","35068","2","35021","400","35013","2000","35023","5000",,,,,,,,,,,"0"
"80","2","2800000","5084","1","35015","1","35013","2000","35023","5000",,,,,,,,,,,,,"0"
"81","2","2900000","35009","1","35072","1","35021","400","35013","2000","35023","5000",,,,,,,,,,,"0"
"82","2","3000000","5084","1","35015","1","35013","2000","35023","5000",,,,,,,,,,,,,"0"
"83","2","3500000","35061","1","35068","2","35013","2000","35023","5000",,,,,,,,,,,,,"0"
"84","2","4000000","35015","1","35021","600","35013","3000","35023","5000",,,,,,,,,,,,,"0"
"85","2","4500000","35074","1","35072","1","35013","3000","35023","6000",,,,,,,,,,,,,"0"
"86","2","5000000","5084","1","35015","1","35021","600","35013","3000","35023","7000",,,,,,,,,,,"0"
"87","2","6000000","35069","1","35072","1","35013","3000","35023","8000",,,,,,,,,,,,,"0"
"88","2","7000000","5084","1","35012","1","35021","800","35013","5000","35023","9000",,,,,,,,,,,"0"
"89","2","8000000","35072","1","35021","800","35013","5000","35023","9000",,,,,,,,,,,,,"0"
"90","2","9000000","5084","1","35015","1","35021","800","35013","5000","35023","9000",,,,,,,,,,,"0"
"91","2","10000000","81","1","35072","1","35021","800","35013","5000","35023","9000",,,,,,,,,,,"1000434"
"92","2","12500000","5084","1","35015","1","35072","1","35013","5000","35023","9000",,,,,,,,,,,"0"
"93","2","15000000","5084","1","35075","1","35021","800","35013","5000","35023","10000",,,,,,,,,,,"0"
"94","2","17500000","5084","1","35016","1","35072","1","35021","800","35013","5000","35023","10000",,,,,,,,,"0"
"95","2","20000000","5084","1","35016","1","35072","1","35021","800","35013","5000","35023","10000",,,,,,,,,"0"
"96","2","22500000","5084","1","35016","1","35072","1","35021","800","35013","5000","35023","10000",,,,,,,,,"0"
"97","2","25000000","5084","1","35016","1","35072","1","35021","1000","35013","10000","35023","20000",,,,,,,,,"0"
"98","2","27500000","5084","1","35016","1","35072","1","35021","1000","35013","10000","35023","20000",,,,,,,,,"0"
"99","2","30000000","5084","1","35016","1","35072","1","35021","1000","35013","10000","35023","20000",,,,,,,,,"0"
"100","3","50000","35001","10","35021","200","35013","500","35023","1000",,,,,,,,,,,,,"0"
"101","3","100000","35001","10","35072","1","35013","500","35023","1000",,,,,,,,,,,,,"0"
"102","3","200000","35001","20","35015","1","35021","200","35013","500","35023","1000",,,,,,,,,,,"0"
"103","3","300000","35002","16","35072","1","35013","500","35023","1000",,,,,,,,,,,,,"0"
"104","3","400000","35001","30","35015","1","35021","200","35013","500","35023","1000",,,,,,,,,,,"0"
"105","3","500000","35002","20","35072","1","35013","500","35023","1000",,,,,,,,,,,,,"0"
"106","3","600000","35001","30","35015","1","35021","200","35013","500","35023","1000",,,,,,,,,,,"0"
"107","3","700000","35002","20","35072","1","35013","500","35023","1000",,,,,,,,,,,,,"0"
"108","3","800000","35001","30","35015","1","35021","300","35013","500","35023","1500",,,,,,,,,,,"0"
"109","3","900000","35002","20","35072","1","35013","500","35023","1500",,,,,,,,,,,,,"0"
"110","3","1000000","35003","6","35015","1","35021","300","35013","500","35023","1500",,,,,,,,,,,"0"
"111","3","1200000","35002","30","35035","1","35072","2","35013","500","35023","1500",,,,,,,,,,,"0"
"112","3","1400000","35003","6","35081","1","35015","1","35021","300","35013","500","35023","1500",,,,,,,,,"0"
"113","3","1600000","35005","10","35074","1","35072","2","35013","500","35023","1500",,,,,,,,,,,"0"
"114","3","1800000","35003","10","35017","1","35021","400","35013","800","35023","1500",,,,,,,,,,,"0"
"115","3","2000000","35006","6","35033","1","35072","2","35013","800","35023","1500",,,,,,,,,,,"0"
"116","3","2200000","35002","40","35079","1","35015","1","35021","400","35013","800","35023","1500",,,,,,,,,"0"
"117","3","2400000","35003","8","35069","1","35072","2","35013","800","35023","1500",,,,,,,,,,,"0"
"118","3","2600000","35005","10","35015","1","35021","400","35013","800","35023","1500",,,,,,,,,,,"0"
"119","3","2800000","35003","8","35032","2","35072","2","35013","800","35023","1500",,,,,,,,,,,"0"
"120","3","3000000","35005","10","35078","2","35015","1","35021","400","35013","800","35023","1500",,,,,,,,,"0"
"121","3","3200000","35003","8","35068","2","35072","2","35013","800","35023","1500",,,,,,,,,,,"0"
"122","3","3400000","35006","8","35015","1","35021","400","35013","800","35023","1500",,,,,,,,,,,"0"
"123","3","3600000","35003","8","35033","1","35072","2","35013","800","35023","1500",,,,,,,,,,,"0"
"124","3","3800000","35005","10","35079","1","35015","1","35021","400","35013","1000","35023","2000",,,,,,,,,"0"
"125","3","4000000","35003","10","35069","1","35072","2","35013","1000","35023","2000",,,,,,,,,,,"0"
"126","3","4200000","35006","10","35015","1","35021","400","35013","1000","35023","2000",,,,,,,,,,,"0"
"127","3","4400000","35003","10","35032","2","35072","2","35013","1000","35023","2000",,,,,,,,,,,"0"
"128","3","4600000","35006","10","35078","2","35015","1","35021","400","35013","1000","35023","2000",,,,,,,,,"0"
"129","3","4800000","35003","10","35068","2","35072","2","35013","1000","35023","2000",,,,,,,,,,,"0"
"130","3","5000000","35007","1","35015","1","35021","400","35013","1000","35023","2000",,,,,,,,,,,"0"
"131","3","5250000","35032","2","35072","3","35013","1000","35023","2000",,,,,,,,,,,,,"0"
"132","3","5500000","35007","1","35078","2","35015","1","35021","400","35013","1000","35023","2000",,,,,,,,,"0"
"133","3","5750000","35068","2","35072","3","35013","1000","35023","2000",,,,,,,,,,,,,"0"
"134","3","6000000","35003","10","35015","1","35021","500","35013","2000","35023","5000",,,,,,,,,,,"0"
"135","3","6250000","35033","1","35072","3","35013","2000","35023","5000",,,,,,,,,,,,,"0"
"136","3","6500000","35079","1","35015","1","35021","500","35013","2000","35023","5000",,,,,,,,,,,"0"
"137","3","6750000","35069","1","35072","3","35013","2000","35023","5000",,,,,,,,,,,,,"0"
"138","3","7000000","35003","10","35017","1","35021","500","35013","2000","35023","5000",,,,,,,,,,,"0"
"139","3","7250000","35035","1","35072","3","35013","2000","35023","5000",,,,,,,,,,,,,"0"
"140","3","7500000","35081","1","35015","1","35021","500","35013","2000","35023","5000",,,,,,,,,,,"0"
"141","3","7750000","15044","1","35074","1","35072","3","35013","2000","35023","5000",,,,,,,,,,,"0"
"142","3","8000000","35003","10","35016","1","35021","500","35013","2000","35023","5000",,,,,,,,,,,"0"
"143","3","8250000","35032","2","35072","3","35013","2000","35023","5000",,,,,,,,,,,,,"0"
"144","3","8500000","35078","2","35015","1","35021","500","35013","2000","35023","5000",,,,,,,,,,,"0"
"145","3","8750000","35068","2","35072","3","35013","2000","35023","5000",,,,,,,,,,,,,"0"
"146","3","9000000","35003","10","35016","1","35021","500","35013","2000","35023","5000",,,,,,,,,,,"0"
"147","3","9250000","35032","2","35072","3","35013","2000","35023","5000",,,,,,,,,,,,,"0"
"148","3","9500000","35078","2","35015","1","35021","500","35013","3000","35023","8000",,,,,,,,,,,"0"
"149","3","9750000","10074","1","35068","2","35072","3","35013","3000","35023","8000",,,,,,,,,,,"0"
"150","3","10000000","35003","10","35016","1","35021","500","35013","3000","35023","8000",,,,,,,,,,,"0"
"151","3","11000000","35032","2","35072","5","35013","3000","35023","8000",,,,,,,,,,,,,"0"
"152","3","12000000","35078","2","35015","1","35021","500","35013","3000","35023","8000",,,,,,,,,,,"0"
"153","3","13000000","35068","2","35072","5","35013","3000","35023","8000",,,,,,,,,,,,,"0"
"154","3","14000000","35016","1","35021","500","35013","3000","35023","8000",,,,,,,,,,,,,"0"
"155","3","15000000","35032","2","35072","5","35013","3000","35023","8000",,,,,,,,,,,,,"1000436"
"156","3","16000000","35078","2","35015","1","35021","500","35013","3000","35023","8000",,,,,,,,,,,"0"
"157","3","17000000","35068","2","35072","5","35013","3000","35023","8000",,,,,,,,,,,,,"0"
"158","3","18000000","35017","1","35021","600","35013","5000","35023","10000",,,,,,,,,,,,,"0"
"159","3","19000000","35035","1","35072","5","35021","600","35013","5000","35023","10000",,,,,,,,,,,"0"
"160","3","20000000","35081","1","35016","1","35021","600","35013","5000","35023","10000",,,,,,,,,,,"0"
"161","3","25000000","35074","1","35072","5","35021","600","35013","5000","35023","10000",,,,,,,,,,,"0"
"162","3","30000000","35016","1","35021","600","35013","5000","35023","10000",,,,,,,,,,,,,"0"
"163","3","35000000","35033","1","35072","5","35021","600","35013","5000","35023","10000",,,,,,,,,,,"0"
"164","3","40000000","35079","1","35016","1","35021","800","35013","8000","35023","10000",,,,,,,,,,,"0"
"165","3","45000000","35069","1","35072","5","35021","800","35013","8000","35023","10000",,,,,,,,,,,"0"
"166","3","50000000","35016","1","35021","800","35013","8000","35023","10000",,,,,,,,,,,,,"0"
"167","3","60000000","35036","1","35072","5","35021","800","35013","8000","35023","10000",,,,,,,,,,,"0"
"168","3","70000000","35016","1","35021","800","35013","8000","35023","10000",,,,,,,,,,,,,"0"
"169","3","80000000","35017","1","35072","5","35021","1000","35013","10000","35023","20000",,,,,,,,,,,"0"
"170","3","90000000","35016","1","35072","5","35021","1000","35013","10000","35023","20000",,,,,,,,,,,"0"
"171","3","100000000","35016","1","35072","10","35021","1000","35013","10000","35023","20000",,,,,,,,,,,"0"
"172","3","200000000","35016","1","35072","10","35021","1000","35013","10000","35023","20000",,,,,,,,,,,"0"
"173","3","300000000","35016","1","35072","10","35021","1000","35013","10000","35023","20000",,,,,,,,,,,"0"
"174","4","100000","35011","3","35021","150","35013","500","35023","1000",,,,,,,,,,,,,"0"
"175","4","250000","35015","1","35021","150","35013","500","35023","1000",,,,,,,,,,,,,"0"
"176","4","500000","35010","1","35021","150","35013","500","35023","1000",,,,,,,,,,,,,"0"
"177","4","750000","35015","1","35021","150","35013","500","35023","1000",,,,,,,,,,,,,"0"
"178","4","1000000","35011","3","35021","150","35013","500","35023","1000",,,,,,,,,,,,,"1000440"
"179","4","1250000","35015","1","35021","150","35013","500","35023","1000",,,,,,,,,,,,,"0"
"180","4","1500000","35010","1","35021","150","35013","500","35023","1000",,,,,,,,,,,,,"0"
"181","4","1750000","35015","1","35021","150","35013","500","35023","1000",,,,,,,,,,,,,"0"
"182","4","2000000","35011","3","35021","150","35013","500","35023","1000",,,,,,,,,,,,,"0"
"183","4","2250000","35015","1","35021","150","35013","500","35023","1000",,,,,,,,,,,,,"0"
"184","4","2500000","35031","2","35011","3","35021","150","35013","500","35023","1000",,,,,,,,,,,"0"
"185","4","2750000","35015","1","35021","150","35013","500","35023","1000",,,,,,,,,,,,,"0"
"186","4","3000000","35032","1","35010","1","35021","150","35013","500","35023","1000",,,,,,,,,,,"1000441"
"187","4","3250000","35015","1","35021","150","35013","500","35023","1000",,,,,,,,,,,,,"0"
"188","4","3500000","35077","2","35011","3","35021","150","35013","500","35023","1000",,,,,,,,,,,"0"
"189","4","4000000","35015","1","35021","150","35013","500","35023","1000",,,,,,,,,,,,,"0"
"190","4","4250000","35078","1","35010","1","35021","150","35013","500","35023","1000",,,,,,,,,,,"0"
"191","4","4500000","35015","1","35021","150","35013","500","35023","1000",,,,,,,,,,,,,"0"
"192","4","4750000","35031","2","35009","1","35021","150","35013","500","35023","1000",,,,,,,,,,,"0"
"193","4","5000000","35072","1","35021","150","35013","500","35023","2000",,,,,,,,,,,,,"1000442"
"194","4","5500000","35032","1","35011","3","35021","150","35013","500","35023","2000",,,,,,,,,,,"0"
"195","4","6000000","35035","1","35021","150","35013","500","35023","2000",,,,,,,,,,,,,"0"
"196","4","6500000","35077","2","35010","1","35021","150","35013","500","35023","2000",,,,,,,,,,,"0"
"197","4","7000000","35015","1","35021","150","35013","500","35023","2000",,,,,,,,,,,,,"0"
"198","4","7500000","35078","1","35011","3","35021","150","35013","500","35023","2000",,,,,,,,,,,"0"
"199","4","8000000","35015","1","35021","150","35013","500","35023","2000",,,,,,,,,,,,,"0"
"200","4","8500000","35010","1","35021","150","35013","500","35023","2000",,,,,,,,,,,,,"0"
"201","4","9000000","35081","1","35021","150","35013","500","35023","2000",,,,,,,,,,,,,"0"
"202","4","9500000","35031","2","35010","1","35021","150","35013","500","35023","2000",,,,,,,,,,,"0"
"203","4","10000000","35072","1","35021","150","35013","500","35023","2000",,,,,,,,,,,,,"1000443"
"204","4","11000000","35033","1","35011","3","35021","150","35013","500","35023","2000",,,,,,,,,,,"0"
"205","4","12000000","35015","1","35021","150","35013","500","35023","2000",,,,,,,,,,,,,"0"
"206","4","13000000","35077","2","35010","1","35021","150","35013","500","35023","2000",,,,,,,,,,,"0"
"207","4","14000000","35015","1","35021","150","35013","500","35023","2000",,,,,,,,,,,,,"0"
"208","4","15000000","35079","1","35021","150","35013","500","35023","2000",,,,,,,,,,,,,"1000444"
"209","4","16000000","35015","1","35021","200","35013","500","35023","3000",,,,,,,,,,,,,"0"
"210","4","17000000","35031","3","35010","1","35021","200","35013","500","35023","3000",,,,,,,,,,,"0"
"211","4","18000000","35035","1","35021","200","35013","500","35023","3000",,,,,,,,,,,,,"0"
"212","4","19000000","35032","1","35009","1","35021","200","35013","500","35023","3000",,,,,,,,,,,"0"
"213","4","20000000","35072","1","35021","200","35013","500","35023","3000",,,,,,,,,,,,,"0"
"214","4","22000000","35077","3","35011","3","35021","200","35013","500","35023","3000",,,,,,,,,,,"0"
"215","4","24000000","35015","1","35021","200","35013","500","35023","3000",,,,,,,,,,,,,"0"
"216","4","26000000","35078","1","35010","1","35021","200","35013","500","35023","3000",,,,,,,,,,,"0"
"217","4","28000000","35081","1","35021","200","35013","500","35023","3000",,,,,,,,,,,,,"0"
"218","4","30000000","35011","3","35072","1","35021","200","35013","500","35023","3000",,,,,,,,,,,"0"
"219","4","32000000","35015","1","35021","200","35013","500","35023","3000",,,,,,,,,,,,,"0"
"220","4","34000000","35031","3","35010","1","35021","200","35013","500","35023","3000",,,,,,,,,,,"0"
"221","4","36000000","35015","1","35021","200","35013","500","35023","3000",,,,,,,,,,,,,"0"
"222","4","38000000","35032","1","35010","1","35021","200","35013","500","35023","3000",,,,,,,,,,,"0"
"223","4","40000000","35072","1","35021","200","35013","500","35023","3000",,,,,,,,,,,,,"0"
"224","4","42000000","35077","3","35011","3","35021","200","35013","500","35023","3000",,,,,,,,,,,"0"
"225","4","44000000","35015","1","35021","200","35013","500","35023","3000",,,,,,,,,,,,,"0"
"226","4","46000000","35078","1","35010","1","35021","200","35013","500","35023","3000",,,,,,,,,,,"0"
"227","4","48000000","35015","1","35021","200","35013","500","35023","3000",,,,,,,,,,,,,"0"
"228","4","50000000","35036","1","35072","1","35021","200","35013","500","35023","10000",,,,,,,,,,,"0"
"229","4","55000000","35015","1","35021","200","35013","500","35023","4000",,,,,,,,,,,,,"0"
"230","4","60000000","35077","3","35010","1","35021","300","35013","500","35023","4000",,,,,,,,,,,"0"
"231","4","65000000","35016","1","35021","300","35013","500","35023","4000",,,,,,,,,,,,,"0"
"232","4","70000000","35079","1","35009","1","35021","300","35013","500","35023","4000",,,,,,,,,,,"0"
"233","4","75000000","35016","1","35021","300","35013","500","35023","4000",,,,,,,,,,,,,"0"
"234","4","80000000","35031","3","35011","3","35021","300","35013","500","35023","4000",,,,,,,,,,,"0"
"235","4","85000000","35016","1","35021","300","35013","500","35023","4000",,,,,,,,,,,,,"0"
"236","4","90000000","35033","1","35010","1","35021","300","35013","500","35023","4000",,,,,,,,,,,"0"
"237","4","95000000","35016","1","35021","300","35013","500","35023","4000",,,,,,,,,,,,,"0"
"238","4","100000000","35082","1","35072","1","35021","500","35013","500","35023","10000",,,,,,,,,,,"0"
"239","4","110000000","35016","1","35021","500","35013","500","35023","5000",,,,,,,,,,,,,"0"
"240","4","120000000","35032","1","35010","1","35021","500","35013","500","35023","5000",,,,,,,,,,,"0"
"241","4","130000000","35016","1","35021","500","35013","500","35023","5000",,,,,,,,,,,,,"0"
"242","4","140000000","35078","1","35010","1","35021","500","35013","500","35023","5000",,,,,,,,,,,"0"
"243","4","150000000","35035","1","35072","1","35021","500","35013","500","35023","5000",,,,,,,,,,,"0"
"244","4","160000000","35032","1","35010","1","35021","500","35013","500","35023","5000",,,,,,,,,,,"0"
"245","4","170000000","35016","1","35021","500","35013","500","35023","5000",,,,,,,,,,,,,"0"
"246","4","180000000","35078","1","35010","1","35021","500","35013","500","35023","5000",,,,,,,,,,,"0"
"247","4","190000000","35016","1","35021","500","35013","500","35023","5000",,,,,,,,,,,,,"0"
"248","4","200000000","35081","1","35072","1","35021","500","35013","500","35023","10000",,,,,,,,,,,"0"
"249","5","100000","35001","10","35015","1","35023","1000",,,,,,,,,,,,,,,"0"
"250","5","250000","35001","20","35011","3","35013","200",,,,,,,,,,,,,,,"0"
"251","5","500000","35002","10","35015","1","35021","300",,,,,,,,,,,,,,,"0"
"252","5","750000","35001","25","35010","1","35023","1000",,,,,,,,,,,,,,,"0"
"253","5","1000000","35001","35","35012","1","35013","200",,,,,,,,,,,,,,,"0"
"254","5","1250000","35002","10","35011","3","35021","300",,,,,,,,,,,,,,,"0"
"255","5","1500000","35002","10","35015","1","35023","1000",,,,,,,,,,,,,,,"0"
"256","5","1750000","35002","10","35010","1","35013","200",,,,,,,,,,,,,,,"0"
"257","5","2000000","35002","10","35001","15","35015","1","35021","300",,,,,,,,,,,,,"0"
"258","5","2250000","35003","5","35011","3","35023","2000",,,,,,,,,,,,,,,"0"
"259","5","2500000","35002","10","35012","1","35013","400",,,,,,,,,,,,,,,"0"
"260","5","2750000","35002","15","35011","3","35021","300",,,,,,,,,,,,,,,"0"
"261","5","3000000","35003","5","35001","15","35015","1","35023","3000",,,,,,,,,,,,,"0"
"262","5","3250000","35003","5","35010","1","35013","600",,,,,,,,,,,,,,,"0"
"263","5","3500000","35002","15","35015","1","35021","300",,,,,,,,,,,,,,,"0"
"264","5","4000000","35005","5","35002","10","35011","3","35023","4000",,,,,,,,,,,,,"0"
"265","5","4250000","35002","15","35012","1","35013","800",,,,,,,,,,,,,,,"0"
"266","5","4500000","35006","7","35001","10","35010","1","35021","300",,,,,,,,,,,,,"0"
"267","5","4750000","35003","5","35015","1","35023","5000",,,,,,,,,,,,,,,"0"
"268","5","5000000","35003","5","35002","10","35009","1","35012","1","35072","1","35013","1000",,,,,,,,,"0"
"269","5","5500000","35005","5","35001","10","35011","3","35021","300",,,,,,,,,,,,,"0"
"270","5","6000000","35003","5","35002","10","35023","5000",,,,,,,,,,,,,,,"0"
"271","5","6500000","35003","5","35001","10","35010","1","35015","1","35013","1000",,,,,,,,,,,"0"
"272","5","7000000","35005","10","35002","10","35021","300",,,,,,,,,,,,,,,"0"
"273","5","7500000","35003","5","35001","10","35011","3","35012","1","35023","5000",,,,,,,,,,,"0"
"274","5","8000000","35003","5","35002","10","35013","1000",,,,,,,,,,,,,,,"0"
"275","5","8500000","35006","10","35001","10","35010","1","35015","1","35021","300",,,,,,,,,,,"0"
"276","5","9000000","35003","5","35002","20","35023","5000",,,,,,,,,,,,,,,"0"
"277","5","9500000","35007","1","35001","10","35010","1","35013","1000",,,,,,,,,,,,,"0"
"278","5","10000000","35003","5","35005","10","35012","1","35072","1","35021","300",,,,,,,,,,,"0"
"279","5","11000000","35003","5","35002","20","35011","3","35023","10000",,,,,,,,,,,,,"0"
"280","5","12000000","35003","5","35015","1","35013","2000",,,,,,,,,,,,,,,"0"
"281","5","13000000","35002","20","35010","1","35021","300",,,,,,,,,,,,,,,"0"
"282","5","14000000","35003","5","35015","1","35023","10000",,,,,,,,,,,,,,,"0"
"283","5","15000000","35002","20","35013","2000",,,,,,,,,,,,,,,,,"0"
"284","5","16000000","35003","5","35015","1","35021","300",,,,,,,,,,,,,,,"0"
"285","5","17000000","35003","5","35010","1","35023","10000",,,,,,,,,,,,,,,"0"
"286","5","18000000","35003","5","35013","2000",,,,,,,,,,,,,,,,,"0"
"287","5","19000000","35003","5","35009","1","35021","300",,,,,,,,,,,,,,,"0"
"288","5","20000000","35003","10","35012","1","35023","10000",,,,,,,,,,,,,,,"0"
"289","5","22000000","35006","5","35011","3","35013","2000",,,,,,,,,,,,,,,"0"
"290","5","24000000","35003","10","35015","1","35021","300",,,,,,,,,,,,,,,"0"
"291","5","26000000","35003","10","35010","1","35023","10000",,,,,,,,,,,,,,,"0"
"292","5","28000000","35005","10","35013","2000",,,,,,,,,,,,,,,,,"0"
"293","5","30000000","35003","5","35011","3","35012","1","35072","1","35021","300",,,,,,,,,,,"0"
"294","5","32000000","35005","10","35015","1","35023","10000",,,,,,,,,,,,,,,"0"
"295","5","34000000","35003","10","35010","1","35013","2000",,,,,,,,,,,,,,,"0"
"296","5","36000000","35006","5","35015","1","35021","300",,,,,,,,,,,,,,,"0"
"297","5","38000000","35003","10","35010","1","35023","10000",,,,,,,,,,,,,,,"0"
"298","5","40000000","35006","5","35013","2000",,,,,,,,,,,,,,,,,"0"
