"74","0","7200","0","6120","0","5400"
"75","0","7400","0","6290","0","5550"
"76","0","7600","0","6460","0","5700"
"77","0","7800","0","6630","0","5850"
"78","0","8000","0","6800","0","6000"
"79","0","8200","0","6970","0","6150"
"80","0","8400","0","7140","0","6300"
"81","0","8600","0","7310","0","6450"
"82","0","8800","0","7480","0","6600"
"83","0","9000","0","7650","0","6750"
"84","0","9200","0","7820","0","6900"
"85","0","9400","0","7990","0","7050"
"86","0","9600","0","8160","0","7200"
"87","0","9800","0","8330","0","7350"
"88","0","10000","0","8500","0","7500"
"89","0","10200","0","8670","0","7650"
"90","0","10400","0","8840","0","7800"
"91","0","10600","0","9010","0","7950"
"92","0","10800","0","9180","0","8100"
"93","0","11000","0","9350","0","8250"
"94","0","11200","0","9520","0","8400"
"95","0","11400","0","9690","0","8550"
"96","0","11600","0","9860","0","8700"
"97","0","11800","0","10030","0","8850"
"98","0","12000","0","10200","0","9000"
"99","0","12200","0","10370","0","9150"
"100","0","12400","0","10540","0","9300"
"101","0","12600","0","10710","0","9450"
"102","0","12800","0","10880","0","9600"
"103","0","13000","0","11050","0","9750"
"104","0","13200","0","11220","0","9900"
"105","0","13400","0","11390","0","10050"
"106","0","13600","0","11560","0","10200"
"107","0","13800","0","11730","0","10350"
"108","0","14000","0","11900","0","10500"
"109","0","14200","0","12070","0","10650"
"110","0","14400","0","12240","0","10800"
"111","0","14600","0","12410","0","10950"
"112","0","14800","0","12580","0","11100"
"113","0","15000","0","12750","0","11250"
"114","0","15200","0","12920","0","11400"
"115","0","15400","0","13090","0","11550"
"116","0","15600","0","13260","0","11700"
"117","0","15800","0","13430","0","11850"
"118","0","16000","0","13600","0","12000"
"119","0","16200","0","13770","0","12150"
"120","0","16400","0","13940","0","12300"
"121","0","16600","0","14110","0","12450"
"122","0","16800","0","14280","0","12600"
"123","0","17000","0","14450","0","12750"
"124","0","17200","0","14620","0","12900"
"125","0","17400","0","14790","0","13050"
"126","0","17600","0","14960","0","13200"
"127","0","17800","0","15130","0","13350"
"128","0","18000","0","15300","0","13500"
"129","0","18200","0","15470","0","13650"
"130","0","18400","0","15640","0","13800"
"131","0","18600","0","15810","0","13950"
"132","0","18800","0","15980","0","14100"
"133","0","19000","0","16150","0","14250"
"134","0","19200","0","16320","0","14400"
"135","0","19400","0","16490","0","14550"
"136","0","19600","0","16660","0","14700"
"137","0","19800","0","16830","0","14850"
"138","0","20000","0","17000","0","15000"
"139","0","20500","0","17425","0","15375"
"140","0","21000","0","17850","0","15750"
"141","0","21500","0","18275","0","16125"
"142","0","22000","0","18700","0","16500"
"143","0","22500","0","19125","0","16875"
"144","0","23000","0","19550","0","17250"
"145","0","23500","0","19975","0","17625"
"146","0","24000","0","20400","0","18000"
"147","0","24500","0","20825","0","18375"
"148","0","25000","0","21250","0","18750"
"149","0","25500","0","21675","0","19125"
"150","0","26000","0","22100","0","19500"
"151","0","26500","0","22525","0","19875"
"152","0","27000","0","22950","0","20250"
"153","0","27500","0","23375","0","20625"
"154","0","28000","0","23800","0","21000"
"155","0","28500","0","24225","0","21375"
"156","0","29000","0","24650","0","21750"
"157","0","29500","0","25075","0","22125"
"158","0","30000","0","25500","0","22500"
"159","0","35000","0","29750","0","26250"
