"193","1000243","2","8","0","297","0","3070010","","4"
"194","1000244","2","8","30","323","0","3070020","","4"
"195","1000245","2","8","30","324","0","3070030","","4"
"196","1000246","2","8","30","325","0","3070040","","4"
"197","1000247","2","8","30","326","0","3070050","","4"
"198","1000248","2","8","30","327","0","3070060","","4"
"199","1000249","0","8","30","0","0","0","","4"
"200","1000250","0","8","30","0","0","0","","4"
"201","1000251","0","8","30","0","0","0","","4"
"202","1000252","0","8","30","0","0","0","","4"
"203","1000253","0","8","30","0","0","0","","4"
"204","1000254","0","8","30","0","0","0","","4"
"205","1000255","2","9","0","298","0","3080010","","4"
"206","1000256","2","9","30","328","0","3080020","","4"
"207","1000257","2","9","30","329","0","3080030","","4"
"208","1000258","2","9","30","330","0","3080040","","4"
"209","1000259","2","9","30","331","0","3080050","","4"
"210","1000260","2","9","30","332","0","3080060","","4"
"211","1000261","0","9","30","0","0","0","","4"
"212","1000262","0","9","30","0","0","0","","4"
"213","1000263","0","9","30","0","0","0","","4"
"214","1000264","0","9","30","0","0","0","","4"
"215","1000265","0","9","30","0","0","0","","4"
"216","1000266","0","9","30","0","0","0","","4"
"217","1000294","2","10","0","300","0","3090010","","4"
"218","1000295","2","10","30","333","0","3090020","","4"
"219","1000296","2","10","30","334","0","3090030","","4"
"220","1000297","2","10","30","335","0","3090040","","4"
"221","1000298","2","10","30","336","0","3090050","","4"
"222","1000299","2","10","30","337","0","3090060","","4"
"223","1000300","0","10","30","0","0","0","","4"
"224","1000301","0","10","30","0","0","0","","4"
"225","1000302","0","10","30","0","0","0","","4"
"226","1000303","0","10","30","0","0","0","","4"
"227","1000304","0","10","30","0","0","0","","4"
"228","1000305","0","10","30","0","0","0","","4"
"229","1000267","2","11","0","301","0","3100010","","4"
"230","1000268","2","11","30","338","0","3100020","","4"
"231","1000269","2","11","30","339","0","3100030","","4"
"232","1000270","2","11","30","340","0","3100040","","4"
"233","1000271","2","11","30","341","0","3100050","","4"
"234","1000272","2","11","30","342","0","3100060","","4"
"235","1000273","0","11","30","0","0","0","","4"
"236","1000274","0","11","30","0","0","0","","4"
"237","1000275","0","11","30","0","0","0","","4"
"238","1000276","0","11","30","0","0","0","","4"
"239","1000277","0","11","30","0","0","0","","4"
"240","1000278","0","11","30","0","0","0","","4"
"241","1000516","5","2","100","676","0","7010004","","11300"
"242","1000532","5","3","100","730","0","7010005","","11600"
"243","1000592","5","4","100","847","0","7010007","","12600"
"244","1000283","5","6","100","553","0","7010001","","4"
"245","1000284","5","7","100","558","0","7010002","","4"
"246","1000588","5","8","100","830","0","7010006","","12500"
"247","1000673","5","9","100","1033","0","7010011","2018-09-20 00:00:00","14200"
"248","1000490","5","10","100","627","0","7010003","","10900"
"249","1000646","5","11","100","917","0","7010008","","13100"
"250","1000289","0","-1","10","0","0","0","","4"
"251","1000290","0","-1","10","0","0","0","","4"
"252","1000291","0","-1","10","0","0","0","","4"
"253","1000292","0","-1","10","0","0","0","","4"
"254","1000293","0","-1","10","0","0","0","","4"
"255","1000306","2","2","30","467","0","3010015","","4"
"256","1000307","2","2","30","468","0","3010025","","4"
"257","1000308","2","2","30","469","0","3010035","","4"
"258","1000309","2","2","30","470","0","3010045","","4"
"259","1000310","2","2","30","471","0","3010055","","4"
"260","1000311","0","2","30","0","0","0","","4"
"261","1000312","0","2","30","0","0","0","","4"
"262","1000313","0","2","30","0","0","0","","4"
"263","1000314","0","2","30","0","0","0","","4"
"264","1000315","0","2","30","0","0","0","","4"
"265","1000316","0","2","30","0","0","0","","4"
"266","1000317","0","2","30","0","0","0","","4"
"267","1000318","2","3","30","497","0","3020015","","4"
"268","1000319","2","3","30","498","0","3020025","","4"
"269","1000320","2","3","30","499","0","3020035","","4"
"270","1000321","2","3","30","500","0","3020045","","4"
"271","1000322","2","3","30","501","0","3020055","","4"
"272","1000323","0","3","30","0","0","0","","4"
"273","1000324","0","3","30","0","0","0","","4"
"274","1000325","0","3","30","0","0","0","","4"
"275","1000326","0","3","30","0","0","0","","4"
"276","1000327","0","3","30","0","0","0","","4"
"277","1000328","0","3","30","0","0","0","","4"
"278","1000329","0","3","30","0","0","0","","4"
"279","1000330","2","4","30","492","0","3030015","","4"
"280","1000331","2","4","30","493","0","3030025","","4"
"281","1000332","2","4","30","494","0","3030035","","4"
"282","1000333","2","4","30","495","0","3030045","","4"
"283","1000334","2","4","30","496","0","3030055","","4"
"284","1000335","0","4","30","0","0","0","","4"
"285","1000336","0","4","30","0","0","0","","4"
"286","1000337","0","4","30","0","0","0","","4"
"287","1000338","0","4","30","0","0","0","","4"
"288","1000339","0","4","30","0","0","0","","4"
"289","1000340","0","4","30","0","0","0","","4"
"290","1000341","0","4","30","0","0","0","","4"
"291","1000342","2","5","30","472","0","3040015","","4"
"292","1000343","2","5","30","473","0","3040025","","4"
"293","1000344","2","5","30","474","0","3040035","","4"
"294","1000345","2","5","30","475","0","3040045","","4"
"295","1000346","2","5","30","476","0","3040055","","4"
"296","1000347","0","5","30","0","0","0","","4"
"297","1000348","0","5","30","0","0","0","","4"
"298","1000349","0","5","30","0","0","0","","4"
"299","1000350","0","5","30","0","0","0","","4"
"300","1000351","0","5","30","0","0","0","","4"
"301","1000352","0","5","30","0","0","0","","4"
"302","1000353","0","5","30","0","0","0","","4"
"303","1000354","2","6","30","507","0","3050015","","4"
"304","1000355","2","6","30","508","0","3050025","","4"
"305","1000356","2","6","30","509","0","3050035","","4"
"306","1000357","2","6","30","510","0","3050045","","4"
"307","1000358","2","6","30","511","0","3050055","","4"
"308","1000359","0","6","30","0","0","0","","4"
"309","1000360","0","6","30","0","0","0","","4"
"310","1000361","0","6","30","0","0","0","","4"
"311","1000362","0","6","30","0","0","0","","4"
"312","1000363","0","6","30","0","0","0","","4"
"313","1000364","0","6","30","0","0","0","","4"
"314","1000365","0","6","30","0","0","0","","4"
"315","1000366","2","7","30","482","0","3060015","","4"
"316","1000367","2","7","30","483","0","3060025","","4"
"317","1000368","2","7","30","484","0","3060035","","4"
"318","1000369","2","7","30","485","0","3060045","","4"
"319","1000370","2","7","30","486","0","3060055","","4"
"320","1000371","0","7","30","0","0","0","","4"
"321","1000372","0","7","30","0","0","0","","4"
"322","1000373","0","7","30","0","0","0","","4"
"323","1000374","0","7","30","0","0","0","","4"
"324","1000375","0","7","30","0","0","0","","4"
"325","1000376","0","7","30","0","0","0","","4"
"326","1000377","0","7","30","0","0","0","","4"
"327","1000378","2","8","30","477","0","3070015","","4"
"328","1000379","2","8","30","478","0","3070025","","4"
"329","1000380","2","8","30","479","0","3070035","","4"
"330","1000381","2","8","30","480","0","3070045","","4"
"331","1000382","2","8","30","481","0","3070055","","4"
"332","1000383","0","8","30","0","0","0","","4"
"333","1000384","0","8","30","0","0","0","","4"
"334","1000385","0","8","30","0","0","0","","4"
"335","1000386","0","8","30","0","0","0","","4"
"336","1000387","0","8","30","0","0","0","","4"
"337","1000388","0","8","30","0","0","0","","4"
"338","1000389","0","8","30","0","0","0","","4"
"339","1000390","2","9","30","502","0","3080015","","4"
"340","1000391","2","9","30","503","0","3080025","","4"
"341","1000392","2","9","30","504","0","3080035","","4"
"342","1000393","2","9","30","505","0","3080045","","4"
"343","1000394","2","9","30","506","0","3080055","","4"
"344","1000395","0","9","30","0","0","0","","4"
"345","1000396","0","9","30","0","0","0","","4"
"346","1000397","0","9","30","0","0","0","","4"
"347","1000398","0","9","30","0","0","0","","4"
"348","1000399","0","9","30","0","0","0","","4"
"349","1000400","0","9","30","0","0","0","","4"
"350","1000401","0","9","30","0","0","0","","4"
"351","1000402","2","10","30","487","0","3090015","","4"
"352","1000403","2","10","30","488","0","3090025","","4"
"353","1000404","2","10","30","489","0","3090035","","4"
"354","1000405","2","10","30","490","0","3090045","","4"
"355","1000406","2","10","30","491","0","3090055","","4"
"356","1000407","0","10","30","0","0","0","","4"
"357","1000408","0","10","30","0","0","0","","4"
"358","1000409","0","10","30","0","0","0","","4"
"359","1000410","0","10","30","0","0","0","","4"
"360","1000411","0","10","30","0","0","0","","4"
"361","1000412","0","10","30","0","0","0","","4"
"362","1000413","0","10","30","0","0","0","","4"
"363","1000414","2","11","30","512","0","3100015","","4"
"364","1000415","2","11","30","513","0","3100025","","4"
"365","1000416","2","11","30","514","0","3100035","","4"
"366","1000417","2","11","30","515","0","3100045","","4"
"367","1000418","2","11","30","516","0","3100055","","4"
"368","1000419","0","11","30","0","0","0","","4"
"369","1000420","0","11","30","0","0","0","","4"
"370","1000421","0","11","30","0","0","0","","4"
"371","1000422","0","11","30","0","0","0","","4"
"372","1000423","0","11","30","0","0","0","","4"
"373","1000424","0","11","30","0","0","0","","4"
"374","1000425","0","11","30","0","0","0","","4"
"375","1000426","4","-1","60","531","0","8000101","","4"
"376","1000427","4","-1","60","533","0","8000102","","4"
"377","1000428","4","-1","60","535","0","8000103","","4"
"378","1000429","4","-1","60","538","0","8000104","","4"
"379","1000430","4","-1","60","541","0","8000105","","4"
"380","1000431","4","-1","60","544","0","8000106","","4"
"381","1000432","5","4","100","559","0","7010101","","10502"
"382","1000433","4","-1","60","549","0","8000201","","10502"
"383","1000434","4","-1","60","550","0","8000202","","10502"
"384","1000435","4","-1","60","556","0","8000301","","10503"
"385","1000436","4","-1","60","555","0","8000302","","10503"
"386","1000437","4","-1","60","581","0","8000303","","10503"
"387","1000438","4","-1","60","584","0","8000304","","10503"
"388","1000439","4","-1","60","586","0","8000401","","10700"
"389","1000440","4","-1","60","587","0","8000402","","10700"
"390","1000441","4","-1","60","598","0","8000403","","10700"
"391","1000442","4","-1","60","599","0","8000404","","10700"
"392","1000443","4","-1","60","594","0","8000405","","10700"
"393","1000444","4","-1","60","597","0","8000406","","10700"
"394","1000445","1","12","30","114","0","2110010","","10900"
"395","1000446","1","12","30","157","0","2110020","","10900"
"396","1000447","1","12","30","122","0","2110030","","10900"
"397","1000448","1","12","30","84","0","2110040","","10900"
"398","1000449","1","12","30","152","0","2110050","","10900"
"399","1000450","1","12","30","104","0","2110060","","10900"
"400","1000451","1","12","30","63","0","2110070","","10900"
"401","1000452","1","12","30","116","0","2110080","","10900"
"402","1000453","1","12","30","48","0","2110090","","10900"
"403","1000454","1","12","30","53","0","2110100","","10900"
"404","1000460","2","12","0","601","0","3110010","","10900"
"405","1000461","2","12","30","602","0","3110020","","10900"
"406","1000462","2","12","30","603","0","3110030","","10900"
"407","1000463","2","12","30","604","0","3110040","","10900"
"408","1000464","2","12","30","605","0","3110050","","10900"
"409","1000465","2","12","30","606","0","3110060","","10900"
"410","1000466","0","12","30","0","0","0","","10900"
"411","1000467","0","12","30","0","0","0","","10900"
"412","1000468","0","12","30","0","0","0","","10900"
"413","1000469","0","12","30","0","0","0","","10900"
"414","1000470","0","12","30","0","0","0","","10900"
"415","1000471","0","12","30","0","0","0","","10900"
"416","1000472","2","12","30","573","0","3110015","","10900"
"417","1000473","2","12","30","574","0","3110025","","10900"
"418","1000474","2","12","30","575","0","3110035","","10900"
"419","1000475","2","12","30","576","0","3110045","","10900"
"420","1000476","2","12","30","577","0","3110055","","10900"
"421","1000477","0","12","30","0","0","0","","10900"
"422","1000478","0","12","30","0","0","0","","10900"
"423","1000479","0","12","30","0","0","0","","10900"
"424","1000480","0","12","30","0","0","0","","10900"
"425","1000481","0","12","30","0","0","0","","10900"
"426","1000482","0","12","30","0","0","0","","10900"
"427","1000483","0","12","30","0","0","0","","10900"
"428","1000484","4","-1","30","614","0","8000501","","10800"
"429","1000485","4","-1","30","610","0","8000502","","10800"
"430","1000486","4","-1","60","615","0","8000601","","10900"
"431","1000487","4","-1","60","623","0","8000602","","10900"
"432","1000488","4","-1","60","624","0","8000603","","10900"
"433","1000489","4","-1","60","618","0","8000604","","10900"
"434","1000491","4","-1","60","655","0","8000701","","11000"
"435","1000492","4","-1","60","632","0","8000702","","11000"
"436","1000493","5","2","100","1354","0","7010102","","11100"
"437","1000499","5","3","100","1352","0","7010103","","11100"
"438","1000497","5","4","100","1357","0","7010104","","11100"
"439","1000495","5","5","100","1350","0","7010105","","11100"
"440","1000501","5","6","100","1360","0","7010106","","11100"
"441","1000503","5","7","100","1355","0","7010107","","11100"
"442","1000505","5","8","100","1353","0","7010108","","11100"
"443","1000507","5","9","100","1359","0","7010109","","11100"
"444","1000509","5","10","100","1351","0","7010110","","11100"
"445","1000511","5","11","100","1358","0","7010111","","11100"
"446","1000513","5","12","100","1356","0","7010112","","11100"
"447","1000494","4","2","100","642","0","8000801","","11100"
"448","1000500","4","3","100","638","0","8000802","","11100"
"449","1000498","4","4","100","648","0","8000803","","11100"
"450","1000496","4","5","100","634","0","8000804","","11100"
"451","1000502","4","6","100","654","0","8000805","","11100"
"452","1000504","4","7","100","644","0","8000806","","11100"
"453","1000506","4","8","100","640","0","8000807","","11100"
"454","1000508","4","9","100","652","0","8000808","","11100"
"455","1000510","4","10","100","636","0","8000809","","11100"
"456","1000512","4","11","100","650","0","8000810","","11100"
"457","1000514","4","12","100","646","0","8000811","","11100"
"458","1000515","4","-1","60","673","0","8000812","","11200"
"459","1000517","4","-1","60","680","0","8000901","","11300"
"460","1000518","4","-1","60","681","0","8000902","","11300"
"461","1000519","4","-1","60","690","0","8001001","","11400"
"462","1000520","4","-1","60","691","0","8001002","","11400"
"463","1000521","4","-1","60","692","0","8001003","","11400"
"464","1000522","4","-1","60","693","0","8001004","","11400"
"465","1000523","4","-1","60","694","0","8001005","","11400"
"466","1000524","4","-1","60","695","0","8001006","","11400"
"467","1000525","4","-1","60","725","0","8001101","","11500"
"468","1000526","4","-1","60","726","0","8001102","","11500"
"469","1000527","5","5","100","22","0","7010120","","11600"
"470","1000528","5","11","100","733","0","7010121","","11600"
"471","1000529","4","-1","60","745","0","8001201","","11600"
"472","1000530","4","-1","60","746","0","8001202","","11600"
"473","1000531","4","-1","60","747","0","8001203","","11600"
"474","1000533","2","13","0","714","0","3120010","","11900"
"475","1000534","2","13","30","715","0","3120020","","11900"
"476","1000535","2","13","30","716","0","3120030","","11900"
"477","1000536","2","13","30","717","0","3120040","","11900"
"478","1000537","2","13","30","718","0","3120050","","11900"
"479","1000538","2","13","30","719","0","3120060","","11900"
"480","1000539","2","13","30","702","0","3120015","","11900"
"481","1000540","2","13","30","705","0","3120025","","11900"
"482","1000541","2","13","30","707","0","3120035","","11900"
"483","1000542","2","13","30","710","0","3120045","","11900"
"484","1000543","2","13","30","711","0","3120055","","11900"
"485","1000544","0","13","30","0","0","0","","4"
"486","1000545","0","13","30","0","0","0","","4"
"487","1000546","0","13","30","0","0","0","","4"
"488","1000547","0","13","30","0","0","0","","4"
"489","1000548","0","13","30","0","0","0","","4"
"490","1000549","0","13","30","0","0","0","","4"
"491","1000550","0","13","30","0","0","0","","4"
"492","1000551","4","-1","60","756","0","8001203","","11700"
"493","1000552","4","-1","60","757","0","8001204","","11700"
"494","1000553","4","-1","60","763","0","8001301","","11800"
"495","1000554","4","-1","60","764","0","8001302","","11800"
"497","1000555","1","13","30","32","2","2120010","","11900"
"498","1000556","1","13","30","27","0","2120020","","11900"
"499","1000557","1","13","30","157","0","2120030","","11900"
"500","1000558","1","13","30","131","2","2120040","","11900"
"501","1000559","1","13","30","134","0","2120050","","11900"
"502","1000560","1","13","30","156","0","2120060","","11900"
"503","1000561","1","13","30","133","0","2120070","","11900"
"504","1000562","1","13","30","139","1","2120080","","11900"
"505","1000563","1","13","30","153","0","2120090","","11900"
"506","1000564","1","13","30","136","0","2120100","","11900"
"507","1000570","4","-1","60","768","0","8001401","","11900"
"508","1000571","4","-1","60","769","0","8001402","","11900"
"509","1000572","4","-1","60","770","0","8001403","","11900"
"510","1000573","4","-1","60","778","0","8001404","","12000"
"511","1000574","4","-1","60","779","0","8001405","","12000"
"512","1000575","4","-1","60","780","0","8001406","","12000"
"513","1000576","4","-1","60","787","0","8001501","","12100"
"514","1000577","4","-1","60","788","0","8001502","","12100"
"515","1000578","4","-1","60","806","0","8001601","","12200"
"516","1000579","4","-1","60","807","0","8001602","","12200"
"517","1000580","4","-1","60","814","0","8001603","","12200"
"518","1000581","4","-1","60","815","0","8001604","","12200"
"519","1000582","4","-1","60","816","0","8001605","","12300"
"520","1000583","4","-1","60","817","0","8001606","","12300"
"521","1000584","4","-1","60","822","0","8001701","","12400"
"522","1000585","4","-1","60","823","0","8001702","","12400"
"523","1000586","5","7","100","109","0","7010122","","12500"
"524","1000587","5","3","100","57","0","7010123","","12500"
"525","1000589","4","-1","60","834","0","8001801","","12500"
"526","1000590","4","-1","60","835","0","8001802","","12500"
"527","1000591","4","-1","60","836","0","8001803","","12500"
"528","1000593","4","-1","60","849","0","8001804","","12600"
"529","1000594","4","-1","60","851","0","8001805","","12600"
"530","1000595","4","-1","60","891","0","8001901","","12700"
"531","1000596","4","-1","60","892","0","8001902","","12700"
"532","1000621","4","-1","60","898","0","8002001","","12800"
"533","1000622","4","-1","60","899","0","8002002","","12800"
"534","1000623","4","-1","60","909","0","8002003","","12900"
"535","1000624","4","-1","60","910","0","8002004","","12900"
"536","1000625","4","-1","60","911","0","8002005","","12900"
"536","1000597","2","14","0","879","0","3130010","","13100"
"537","1000598","2","14","30","880","0","3130020","","13100"
"538","1000599","2","14","30","881","0","3130030","","13100"
"539","1000600","2","14","30","882","0","3130040","","13100"
"540","1000601","2","14","30","883","0","3130050","","13100"
"541","1000602","2","14","30","884","0","3130060","","13100"
"542","1000609","2","14","30","872","0","3130015","","13100"
"543","1000610","2","14","30","873","0","3130025","","13100"
"544","1000611","2","14","30","874","0","3130035","","13100"
"545","1000612","2","14","30","875","0","3130045","","13100"
"546","1000613","2","14","30","878","0","3130055","","13100"
"547","1000614","0","14","30","0","0","0","","2"
"548","1000615","0","14","30","0","0","0","","2"
"549","1000616","0","14","30","0","0","0","","2"
"550","1000617","0","14","30","0","0","0","","2"
"551","1000618","0","14","30","0","0","0","","2"
"552","1000619","0","14","30","0","0","0","","2"
"553","1000620","0","14","30","0","0","0","","2"
"554","1000641","4","-1","60","924","0","8002101","","13000"
"555","1000642","4","-1","60","925","0","8002102","","13000"
"556","1000626","1","14","30","66","0","2130010","","13100"
"557","1000627","1","14","30","70","0","2130020","","13100"
"558","1000628","1","14","30","97","0","2130030","","13100"
"559","1000629","1","14","30","12","0","2130040","","13100"
"560","1000630","1","14","30","87","1","2130050","","13100"
"561","1000631","1","14","30","63","0","2130060","","13100"
