"83","アクセ：スタミナSSR_5回目","1000000","3","35652","3","2","30","35653","3","3","15","35654","3","4","4",,,,
"84","アクセ：スタミナSSR_6回目","2000000","3","35652","3","2","40","35653","3","3","20","35654","3","4","8",,,,
"85","アクセ：アピールR_1回目","5000","1","35638","4","2","3",,,,,,,,,,,,
"86","アクセ：アピールR_2回目","20000","2","35638","4","2","7","35639","4","3","1",,,,,,,,
"87","アクセ：アピールSR_1回目","15000","1","35638","4","2","5",,,,,,,,,,,,
"88","アクセ：アピールSR_2回目","50000","2","35638","4","2","10","35639","4","3","5",,,,,,,,
"89","アクセ：アピールSR_3回目","100000","3","35638","4","2","15","35639","4","3","10","35640","4","4","1",,,,
"90","アクセ：アピールSR_4回目","150000","3","35638","4","2","20","35639","4","3","10","35640","4","4","3",,,,
"91","アクセ：アピールSSR_1回目","50000","1","35638","4","2","10",,,,,,,,,,,,
"92","アクセ：アピールSSR_2回目","100000","2","35638","4","2","20","35639","4","3","10",,,,,,,,
"93","アクセ：アピールSSR_3回目","200000","3","35638","4","2","20","35639","4","3","10","35640","4","4","1",,,,
"94","アクセ：アピールSSR_4回目","500000","3","35638","4","2","30","35639","4","3","15","35640","4","4","2",,,,
"95","アクセ：アピールSSR_5回目","1000000","3","35638","4","2","30","35639","4","3","15","35640","4","4","4",,,,
"96","アクセ：アピールSSR_6回目","2000000","3","35638","4","2","40","35639","4","3","20","35640","4","4","8",,,,
"97","シール：N_1回目","2500","1","35821","1","3","1",,,,,,,,,,,,
"98","シール：R_1回目","5000","1","35821","1","3","2",,,,,,,,,,,,
"99","シール：SR_1回目","15000","1","35821","1","3","5",,,,,,,,,,,,
"100","シール：SSR_1回目","50000","1","35821","1","3","20",,,,,,,,,,,,
"101","ブロマイドシール：1回目","100000","1","35820","1","4","5",,,,,,,,,,,,
