"55","199788","2020-07-09 13:15:00","2020-07-22 23:59:59","56",
"56","199789","2020-07-09 13:15:00","2020-07-22 23:59:59","57",
"57","199790","2020-07-09 13:15:00","2020-07-22 23:59:59","58",
"58","199791","2020-07-09 13:15:00","2020-07-22 23:59:59","59",
"59","199792","2020-07-09 13:15:00","2020-07-22 23:59:59","60",
"60","199793","2020-07-09 13:15:00","2020-07-22 23:59:59","56",
"61","199784","2020-10-07 13:15:00","2020-10-21 23:59:59","62",
"62","199785","2020-10-07 13:15:00","2020-10-21 23:59:59","63",
"63","199786","2020-10-07 13:15:00","2020-10-21 23:59:59","64",
"64","199787","2020-10-07 13:15:00","2020-10-21 23:59:59","65",
"65","199788","2020-10-07 13:15:00","2020-10-21 23:59:59","66",
"66","199789","2020-10-07 13:15:00","2020-10-21 23:59:59","67",
"67","199790","2020-10-07 13:15:00","2020-10-21 23:59:59","68",
"68","199791","2020-10-07 13:15:00","2020-10-21 23:59:59","69",
"69","199792","2020-10-07 13:15:00","2020-10-21 23:59:59","70",
"70","199793","2020-10-07 13:15:00","2020-10-21 23:59:59","66",
"71","199784","2020-12-28 13:15:00","2021-01-19 12:59:59","72",
"72","199785","2020-12-28 13:15:00","2021-01-19 12:59:59","73",
"73","199786","2020-12-28 13:15:00","2021-01-19 12:59:59","74",
"74","199787","2020-12-28 13:15:00","2021-01-19 12:59:59","75",
"75","199788","2020-12-28 13:15:00","2021-01-19 12:59:59","76",
"76","199789","2020-12-28 13:15:00","2021-01-19 12:59:59","77",
"77","199790","2020-12-28 13:15:00","2021-01-19 12:59:59","78",
"78","199791","2020-12-28 13:15:00","2021-01-19 12:59:59","79",
"79","199792","2020-12-28 13:15:00","2021-01-19 12:59:59","80",
"80","199793","2020-12-28 13:15:00","2021-01-19 12:59:59","76","81"
"81","1181393","2020-12-28 13:15:00","2021-01-19 12:59:59","82",
"82","1181394","2020-12-28 13:15:00","2021-01-19 12:59:59","83",
"83","1181395","2020-12-28 13:15:00","2021-01-19 12:59:59","84",
"84","1181396","2020-12-28 13:15:00","2021-01-19 12:59:59","85",
"85","1181397","2020-12-28 13:15:00","2021-01-19 12:59:59","81",
"86","199784","2021-03-11 13:15:00","2021-04-01 12:59:59","87",
"87","199785","2021-03-11 13:15:00","2021-04-01 12:59:59","88",
"88","199786","2021-03-11 13:15:00","2021-04-01 12:59:59","89",
"89","199787","2021-03-11 13:15:00","2021-04-01 12:59:59","90",
"90","199788","2021-03-11 13:15:00","2021-04-01 12:59:59","91",
"91","199789","2021-03-11 13:15:00","2021-04-01 12:59:59","92",
"92","199790","2021-03-11 13:15:00","2021-04-01 12:59:59","93",
"93","199791","2021-03-11 13:15:00","2021-04-01 12:59:59","94",
"94","199792","2021-03-11 13:15:00","2021-04-01 12:59:59","95",
"95","199793","2021-03-11 13:15:00","2021-04-01 12:59:59","91","96"
"96","1181393","2021-03-11 13:15:00","2021-04-01 12:59:59","97",
"97","1181394","2021-03-11 13:15:00","2021-04-01 12:59:59","98",
"98","1181395","2021-03-11 13:15:00","2021-04-01 12:59:59","99",
"99","1181396","2021-03-11 13:15:00","2021-04-01 12:59:59","100",
"100","1181397","2021-03-11 13:15:00","2021-04-01 12:59:59","96",
"101","199784","2021-08-04 13:15:00","2021-08-20 12:59:59","102",
"102","199785","2021-08-04 13:15:00","2021-08-20 12:59:59","103",
"103","199786","2021-08-04 13:15:00","2021-08-20 12:59:59","104",
"104","199787","2021-08-04 13:15:00","2021-08-20 12:59:59","105",
"105","199788","2021-08-04 13:15:00","2021-08-20 12:59:59","106",
"106","199789","2021-08-04 13:15:00","2021-08-20 12:59:59","107",
"107","199790","2021-08-04 13:15:00","2021-08-20 12:59:59","108",
"108","199791","2021-08-04 13:15:00","2021-08-20 12:59:59","109",
"109","199792","2021-08-04 13:15:00","2021-08-20 12:59:59","110",
"110","199793","2021-08-04 13:15:00","2021-08-20 12:59:59","106","111"
"111","1181393","2021-08-04 13:15:00","2021-08-20 12:59:59","112",
"112","1181394","2021-08-04 13:15:00","2021-08-20 12:59:59","113",
"113","1181395","2021-08-04 13:15:00","2021-08-20 12:59:59","114",
"114","1181396","2021-08-04 13:15:00","2021-08-20 12:59:59","115",
"115","1181397","2021-08-04 13:15:00","2021-08-20 12:59:59","111",
"116","199784","2021-10-03 13:00:00","2021-10-21 12:59:59","117",
"117","199785","2021-10-03 13:00:00","2021-10-21 12:59:59","118",
"118","199786","2021-10-03 13:00:00","2021-10-21 12:59:59","119",
"119","199787","2021-10-03 13:00:00","2021-10-21 12:59:59","120",
"120","199788","2021-10-03 13:00:00","2021-10-21 12:59:59","121",
"121","199789","2021-10-03 13:00:00","2021-10-21 12:59:59","122",
"122","199790","2021-10-03 13:00:00","2021-10-21 12:59:59","123",
"123","199791","2021-10-03 13:00:00","2021-10-21 12:59:59","124",
"124","199792","2021-10-03 13:00:00","2021-10-21 12:59:59","125",
"125","199793","2021-10-03 13:00:00","2021-10-21 12:59:59","121","126"
"126","1181393","2021-10-03 13:00:00","2021-10-21 12:59:59","127",
"127","1181394","2021-10-03 13:00:00","2021-10-21 12:59:59","128",
"128","1181395","2021-10-03 13:00:00","2021-10-21 12:59:59","129",
"129","1181396","2021-10-03 13:00:00","2021-10-21 12:59:59","130",
"130","1181397","2021-10-03 13:00:00","2021-10-21 12:59:59","131",
"131","1182344","2021-10-03 13:00:00","2021-10-21 12:59:59","126",
"132","199784","2021-12-29 13:15:00","2022-01-20 12:59:59","133",
"133","199785","2021-12-29 13:15:00","2022-01-20 12:59:59","134",
"134","199786","2021-12-29 13:15:00","2022-01-20 12:59:59","135",
"135","199787","2021-12-29 13:15:00","2022-01-20 12:59:59","136",
"136","199788","2021-12-29 13:15:00","2022-01-20 12:59:59","137",
"137","199789","2021-12-29 13:15:00","2022-01-20 12:59:59","138",
"138","199790","2021-12-29 13:15:00","2022-01-20 12:59:59","139",
"139","199791","2021-12-29 13:15:00","2022-01-20 12:59:59","140",
"140","199792","2021-12-29 13:15:00","2022-01-20 12:59:59","141",
"141","199793","2021-12-29 13:15:00","2022-01-20 12:59:59","137","142"
"142","1181393","2021-12-29 13:15:00","2022-01-20 12:59:59","143",
"143","1181394","2021-12-29 13:15:00","2022-01-20 12:59:59","144",
"144","1181395","2021-12-29 13:15:00","2022-01-20 12:59:59","145",
"145","1181396","2021-12-29 13:15:00","2022-01-20 12:59:59","146",
"146","1181397","2021-12-29 13:15:00","2022-01-20 12:59:59","147",
"147","1182344","2021-12-29 13:15:00","2022-01-20 12:59:59","142",
"148","199784","2022-03-23 13:15:00","2022-04-04 03:59:59","149",
"149","199785","2022-03-23 13:15:00","2022-04-04 03:59:59","150",
"150","199786","2022-03-23 13:15:00","2022-04-04 03:59:59","151",
"151","199787","2022-03-23 13:15:00","2022-04-04 03:59:59","152",
"152","199788","2022-03-23 13:15:00","2022-04-04 03:59:59","153",
"153","199789","2022-03-23 13:15:00","2022-04-04 03:59:59","154",
"154","199790","2022-03-23 13:15:00","2022-04-04 03:59:59","155",
"155","199791","2022-03-23 13:15:00","2022-04-04 03:59:59","156",
"156","199792","2022-03-23 13:15:00","2022-04-04 03:59:59","157",
"157","199793","2022-03-23 13:15:00","2022-04-04 03:59:59","153","158"
"158","1181393","2022-03-23 13:15:00","2022-04-04 03:59:59","159",
"159","1181394","2022-03-23 13:15:00","2022-04-04 03:59:59","160",
"160","1181395","2022-03-23 13:15:00","2022-04-04 03:59:59","161",
"161","1181396","2022-03-23 13:15:00","2022-04-04 03:59:59","162",
"162","1181397","2022-03-23 13:15:00","2022-04-04 03:59:59","163",
"163","1182344","2022-03-23 13:15:00","2022-04-04 03:59:59","158",
"164","199784","2022-05-24 13:15:00","2022-06-15 12:59:59","165",
"165","199785","2022-05-24 13:15:00","2022-06-15 12:59:59","166",
"166","199786","2022-05-24 13:15:00","2022-06-15 12:59:59","167",
"167","199787","2022-05-24 13:15:00","2022-06-15 12:59:59","168",
"168","199788","2022-05-24 13:15:00","2022-06-15 12:59:59","169",
"169","199789","2022-05-24 13:15:00","2022-06-15 12:59:59","170",
"170","199790","2022-05-24 13:15:00","2022-06-15 12:59:59","171",
"171","199791","2022-05-24 13:15:00","2022-06-15 12:59:59","172",
"172","199792","2022-05-24 13:15:00","2022-06-15 12:59:59","173",
"173","199793","2022-05-24 13:15:00","2022-06-15 12:59:59","169","174"
"174","1181393","2022-05-24 13:15:00","2022-06-15 12:59:59","175",
"175","1181394","2022-05-24 13:15:00","2022-06-15 12:59:59","176",
"176","1181395","2022-05-24 13:15:00","2022-06-15 12:59:59","177",
"177","1181396","2022-05-24 13:15:00","2022-06-15 12:59:59","178",
"178","1181397","2022-05-24 13:15:00","2022-06-15 12:59:59","179",
"179","1182344","2022-05-24 13:15:00","2022-06-15 12:59:59","174",
"180","199784","2022-07-28 12:15:00","2022-08-16 23:59:59","181",
"181","199785","2022-07-28 12:15:00","2022-08-16 23:59:59","182",
"182","199786","2022-07-28 12:15:00","2022-08-16 23:59:59","183",
"183","199787","2022-07-28 12:15:00","2022-08-16 23:59:59","184",
"184","199788","2022-07-28 12:15:00","2022-08-16 23:59:59","185",
"185","199789","2022-07-28 12:15:00","2022-08-16 23:59:59","186",
"186","199790","2022-07-28 12:15:00","2022-08-16 23:59:59","187",
"187","199791","2022-07-28 12:15:00","2022-08-16 23:59:59","188",
"188","199792","2022-07-28 12:15:00","2022-08-16 23:59:59","189",
"189","199793","2022-07-28 12:15:00","2022-08-16 23:59:59","185","190"
"190","1181393","2022-07-28 12:15:00","2022-08-16 23:59:59","191",
"191","1181394","2022-07-28 12:15:00","2022-08-16 23:59:59","192",
"192","1181395","2022-07-28 12:15:00","2022-08-16 23:59:59","193",
"193","1181396","2022-07-28 12:15:00","2022-08-16 23:59:59","194",
"194","1181397","2022-07-28 12:15:00","2022-08-16 23:59:59","195",
"195","1182344","2022-07-28 12:15:00","2022-08-16 23:59:59","190",
"196","199784","2022-09-18 12:00:00","2022-10-06 11:59:59","197",
"197","199785","2022-09-18 12:00:00","2022-10-06 11:59:59","198",
"198","199786","2022-09-18 12:00:00","2022-10-06 11:59:59","199",
"199","199787","2022-09-18 12:00:00","2022-10-06 11:59:59","200",
"200","199788","2022-09-18 12:00:00","2022-10-06 11:59:59","201",
"201","199789","2022-09-18 12:00:00","2022-10-06 11:59:59","202",
"202","199790","2022-09-18 12:00:00","2022-10-06 11:59:59","203",
"203","199791","2022-09-18 12:00:00","2022-10-06 11:59:59","204",
"204","199792","2022-09-18 12:00:00","2022-10-06 11:59:59","205",
"205","199793","2022-09-18 12:00:00","2022-10-06 11:59:59","201","206"
"206","1181393","2022-09-18 12:00:00","2022-10-06 11:59:59","207",
"207","1181394","2022-09-18 12:00:00","2022-10-06 11:59:59","208",
"208","1181395","2022-09-18 12:00:00","2022-10-06 11:59:59","209",
"209","1181396","2022-09-18 12:00:00","2022-10-06 11:59:59","210",
"210","1181397","2022-09-18 12:00:00","2022-10-06 11:59:59","211",
"211","1182344","2022-09-18 12:00:00","2022-10-06 11:59:59","206",
"212","199784","2022-12-28 12:15:00","2023-01-19 11:59:59","213",
"213","199785","2022-12-28 12:15:00","2023-01-19 11:59:59","214",
"214","199786","2022-12-28 12:15:00","2023-01-19 11:59:59","215",
"215","199787","2022-12-28 12:15:00","2023-01-19 11:59:59","216",
"216","199788","2022-12-28 12:15:00","2023-01-19 11:59:59","217",
"217","199789","2022-12-28 12:15:00","2023-01-19 11:59:59","218",
"218","199790","2022-12-28 12:15:00","2023-01-19 11:59:59","219",
"219","199791","2022-12-28 12:15:00","2023-01-19 11:59:59","220",
"220","199792","2022-12-28 12:15:00","2023-01-19 11:59:59","221",
"221","199793","2022-12-28 12:15:00","2023-01-19 11:59:59","217","222"
"222","1181393","2022-12-28 12:15:00","2023-01-19 11:59:59","223",
"223","1181394","2022-12-28 12:15:00","2023-01-19 11:59:59","224",
"224","1181395","2022-12-28 12:15:00","2023-01-19 11:59:59","225",
"225","1181396","2022-12-28 12:15:00","2023-01-19 11:59:59","226",
"226","1181397","2022-12-28 12:15:00","2023-01-19 11:59:59","227",
"227","1182344","2022-12-28 12:15:00","2023-01-19 11:59:59","222",
"228","199784","2023-03-29 12:15:00","2023-04-20 09:59:59","229",
"229","199785","2023-03-29 12:15:00","2023-04-20 09:59:59","230",
"230","199786","2023-03-29 12:15:00","2023-04-20 09:59:59","231",
"231","199787","2023-03-29 12:15:00","2023-04-20 09:59:59","232",
"232","199788","2023-03-29 12:15:00","2023-04-20 09:59:59","233",
"233","199789","2023-03-29 12:15:00","2023-04-20 09:59:59","234",
"234","199790","2023-03-29 12:15:00","2023-04-20 09:59:59","235",
"235","199791","2023-03-29 12:15:00","2023-04-20 09:59:59","236",
"236","199792","2023-03-29 12:15:00","2023-04-20 09:59:59","237",
"237","199793","2023-03-29 12:15:00","2023-04-20 09:59:59","233","238"
"238","1181393","2023-03-29 12:15:00","2023-04-20 09:59:59","239",
"239","1181394","2023-03-29 12:15:00","2023-04-20 09:59:59","240",
"240","1181395","2023-03-29 12:15:00","2023-04-20 09:59:59","241",
"241","1181396","2023-03-29 12:15:00","2023-04-20 09:59:59","242",
"242","1181397","2023-03-29 12:15:00","2023-04-20 09:59:59","243",
"243","1182344","2023-03-29 12:15:00","2023-04-20 09:59:59","238",
"244","199784","2023-04-27 12:15:00","2023-05-18 11:59:59","245",
"245","199785","2023-04-27 12:15:00","2023-05-18 11:59:59","246",
"246","199786","2023-04-27 12:15:00","2023-05-18 11:59:59","247",
"247","199787","2023-04-27 12:15:00","2023-05-18 11:59:59","248",
"248","199788","2023-04-27 12:15:00","2023-05-18 11:59:59","249",
"249","199789","2023-04-27 12:15:00","2023-05-18 11:59:59","250",
"250","199790","2023-04-27 12:15:00","2023-05-18 11:59:59","251",
"251","199791","2023-04-27 12:15:00","2023-05-18 11:59:59","252",
"252","199792","2023-04-27 12:15:00","2023-05-18 11:59:59","253",
"253","199793","2023-04-27 12:15:00","2023-05-18 11:59:59","249","254"
"254","1181393","2023-04-27 12:15:00","2023-05-18 11:59:59","255",
"255","1181394","2023-04-27 12:15:00","2023-05-18 11:59:59","256",
"256","1181395","2023-04-27 12:15:00","2023-05-18 11:59:59","257",
"257","1181396","2023-04-27 12:15:00","2023-05-18 11:59:59","258",
"258","1181397","2023-04-27 12:15:00","2023-05-18 11:59:59","259",
"259","1182344","2023-04-27 12:15:00","2023-05-18 11:59:59","254",
"260","199784","2023-06-27 12:15:00","2023-07-20 11:59:59","261",
"261","199785","2023-06-27 12:15:00","2023-07-20 11:59:59","262",
"262","199786","2023-06-27 12:15:00","2023-07-20 11:59:59","263",
"263","199787","2023-06-27 12:15:00","2023-07-20 11:59:59","264",
"264","199788","2023-06-27 12:15:00","2023-07-20 11:59:59","265",
"265","199789","2023-06-27 12:15:00","2023-07-20 11:59:59","266",
"266","199790","2023-06-27 12:15:00","2023-07-20 11:59:59","267",
"267","199791","2023-06-27 12:15:00","2023-07-20 11:59:59","268",
"268","199792","2023-06-27 12:15:00","2023-07-20 11:59:59","269",
"269","199793","2023-06-27 12:15:00","2023-07-20 11:59:59","265","270"
"270","1181393","2023-06-27 12:15:00","2023-07-20 11:59:59","271",
"271","1181394","2023-06-27 12:15:00","2023-07-20 11:59:59","272",
"272","1181395","2023-06-27 12:15:00","2023-07-20 11:59:59","273",
"273","1181396","2023-06-27 12:15:00","2023-07-20 11:59:59","274",
"274","1181397","2023-06-27 12:15:00","2023-07-20 11:59:59","275",
"275","1182344","2023-06-27 12:15:00","2023-07-20 11:59:59","270",
