"63","262210","1",,,"0","71","1","1","9","10","0","0","124","2",,,,,"",,"",
"64","262211","1",,,"0","72","1","1","9","20","0","0","124","2",,,,,"",,"",
"65","262212","1",,,"0","73","1","1","9","50","0","0","124","2",,,,,"",,"",
"66","262213","1",,,"0","74","1","1","9","100","0","0","124","2",,,,,"",,"",
"67","262214","1",,,"0","75","1","1","9","150","0","0","124","2",,,,,"",,"",
"68","262215","1",,,"0","76","1","1","9","200","0","0","124","2",,,,,"",,"",
"69","262216","1",,,"0","77","1","1","9","250","0","0","124","2",,,,,"",,"",
"70","262217","1",,,"0","78","1","1","9","300","0","0","124","2",,,,,"",,"",
"71","262218","1",,,"0","79","1","1","9","350","0","0","124","2",,,,,"",,"",
"72","262219","1",,,"0","80","1","1","9","400","0","0","124","2",,,,,"",,"",
"73","262220","1",,,"0","81","1","1","9","450","0","0","124","2",,,,,"",,"",
"74","262221","1",,,"0","82","1","1","9","500","0","0","124","2",,,,,"",,"",
"75","262222","1",,,"0","83","1","1","9","550","0","0","124","2",,,,,"",,"",
"76","262223","1",,,"0","84","1","1","9","600","0","0","124","2",,,,,"",,"",
"77","262224","1",,,"0","85","1","1","9","650","0","0","124","2",,,,,"",,"",
"78","262225","1",,,"0","86","1","1","9","700","0","0","124","2",,,,,"",,"",
"79","262226","1",,,"0","87","1","1","9","750","0","0","124","2",,,,,"",,"",
"80","262227","1",,,"0","88","1","1","9","800","0","0","124","2",,,,,"",,"",
"81","262228","1",,,"0","89","1","1","9","850","0","0","124","2",,,,,"",,"",
"82","262229","1",,,"0","90","1","1","9","900","0","0","124","2",,,,,"",,"",
"83","262230","1",,,"0","91","1","1","9","950","0","0","124","2",,,,,"",,"",
"84","262231","1",,,"0","92","1","1","9","1000","0","0","124","2",,,,,"",,"",
"85","262232","1",,,"0","93","1","1","19","1","0","0","125","2",,,,,"",,"",
"86","262233","1",,,"0","94","1","1","19","10","0","0","125","2",,,,,"",,"",
"87","262234","1",,,"0","95","1","1","19","20","0","0","125","2",,,,,"",,"",
"88","262235","1",,,"0","96","1","1","19","50","0","0","125","2",,,,,"",,"",
"89","262236","1",,,"0","97","1","1","19","100","0","0","125","2",,,,,"",,"",
"90","262237","1",,,"0","98","1","1","19","150","0","0","125","2",,,,,"",,"",
"91","262238","1",,,"0","99","1","1","19","200","0","0","125","2",,,,,"",,"",
"92","262239","1",,,"0","100","1","1","19","250","0","0","125","2",,,,,"",,"",
"93","262240","1",,,"0","101","1","1","19","300","0","0","125","2",,,,,"",,"",
"94","262241","1",,,"0","102","1","1","19","350","0","0","125","2",,,,,"",,"",
"95","262242","1",,,"0","103","1","1","19","400","0","0","125","2",,,,,"",,"",
"96","262243","1",,,"0","104","1","1","19","450","0","0","125","2",,,,,"",,"",
"97","262244","1",,,"0","105","1","1","19","500","0","0","125","2",,,,,"",,"",
"98","262245","1",,,"0","106","1","1","19","550","0","0","125","2",,,,,"",,"",
"99","262246","1",,,"0","107","1","1","19","600","0","0","125","2",,,,,"",,"",
"100","262247","1",,,"0","108","1","1","19","650","0","0","125","2",,,,,"",,"",
"101","262248","1",,,"0","109","1","1","19","700","0","0","125","2",,,,,"",,"",
"102","262249","1",,,"0","110","1","1","19","750","0","0","125","2",,,,,"",,"",
"103","262250","1",,,"0","111","1","1","19","800","0","0","125","2",,,,,"",,"",
"104","262251","1",,,"0","112","1","1","19","850","0","0","125","2",,,,,"",,"",
"105","262252","1",,,"0","113","1","1","19","900","0","0","125","2",,,,,"",,"",
"106","262253","1",,,"0","114","1","1","19","950","0","0","125","2",,,,,"",,"",
"107","262254","1",,,"0","115","1","1","19","1000","0","0","125","2",,,,,"",,"",
"108","262255","1",,,"0","116","1","1","2","1","0","0","158","3",,,,,"",,"",
"109","262256","1",,,"0","117","1","1","2","10","0","0","158","3",,,,,"",,"",
"110","262257","1",,,"0","118","1","1","2","20","0","0","158","3",,,,,"",,"",
"111","262258","1",,,"0","119","1","1","2","50","0","0","158","3",,,,,"",,"",
"112","262259","1",,,"0","120","1","1","2","100","0","0","158","3",,,,,"",,"",
"113","262260","1",,,"0","121","1","1","2","200","0","0","158","3",,,,,"",,"",
"114","262261","1",,,"0","122","1","1","2","300","0","0","158","3",,,,,"",,"",
"115","262262","1",,,"0","123","1","1","2","400","0","0","158","3",,,,,"",,"",
"116","262263","1",,,"0","124","1","1","2","500","0","0","158","3",,,,,"",,"",
"117","262264","1",,,"0","125","1","1","2","600","0","0","158","3",,,,,"",,"",
"118","262265","1",,,"0","126","1","1","2","700","0","0","158","3",,,,,"",,"",
"119","262266","1",,,"0","127","1","1","2","800","0","0","158","3",,,,,"",,"",
"120","262267","1",,,"0","128","1","1","2","900","0","0","158","3",,,,,"",,"",
"121","262268","1",,,"0","129","1","1","2","1000","0","0","158","3",,,,,"",,"",
"122","262269","1",,,"0","130","1","1","2","1500","0","0","158","3",,,,,"",,"",
"123","262270","1",,,"0","131","1","1","2","2000","0","0","158","3",,,,,"",,"",
"124","262271","1",,,"0","132","1","1","2","2500","0","0","158","3",,,,,"",,"",
"125","262272","1",,,"0","133","1","1","2","3000","0","0","158","3",,,,,"",,"",
"126","262273","1",,,"0","134","1","1","2","3500","0","0","158","3",,,,,"",,"",
"127","262274","1",,,"0","135","1","1","2","4000","0","0","158","3",,,,,"",,"",
"128","262275","1",,,"0","136","1","1","2","4500","0","0","158","3",,,,,"",,"",
"129","262276","1",,,"0","137","1","1","2","5000","0","0","158","3",,,,,"",,"",
"130","262277","1",,,"0","138","1","1","2","5500","0","0","158","3",,,,,"",,"",
"131","262278","1",,,"0","139","1","1","2","6000","0","0","158","3",,,,,"",,"",
"132","262279","1",,,"0","140","1","1","2","6500","0","0","158","3",,,,,"",,"",
"133","262280","1",,,"0","141","1","1","2","7000","0","0","158","3",,,,,"",,"",
"134","262281","1",,,"0","142","1","1","2","7500","0","0","158","3",,,,,"",,"",
"135","262282","1",,,"0","143","1","1","2","8000","0","0","158","3",,,,,"",,"",
"136","262283","1",,,"0","144","1","1","2","8500","0","0","158","3",,,,,"",,"",
"137","262284","1",,,"0","145","1","1","2","9000","0","0","158","3",,,,,"",,"",
"138","262285","1",,,"0","146","1","1","2","9500","0","0","158","3",,,,,"",,"",
"139","262286","1",,,"0","147","1","1","2","10000","0","0","158","3",,,,,"",,"",
"140","262387","1",,,"0","148","1","1","55","2","0","0","150","6",,,,,"",,"",
"141","262388","1",,,"0","149","1","1","55","5","0","0","150","6",,,,,"",,"",
"142","262389","1",,,"0","150","1","1","55","10","0","0","150","6",,,,,"",,"",
"143","262390","1",,,"0","151","1","1","55","20","0","0","150","6",,,,,"",,"",
"144","262391","1",,,"0","152","1","1","55","30","0","0","150","6",,,,,"",,"",
"145","262392","1",,,"0","153","1","1","55","40","0","0","150","6",,,,,"",,"",
"146","262393","1",,,"0","154","1","1","55","50","0","0","150","6",,,,,"",,"",
"147","262394","1",,,"0","155","1","1","55","60","0","0","150","6",,,,,"",,"",
"148","262395","1",,,"0","156","1","1","55","70","0","0","150","6",,,,,"",,"",
"149","262396","1",,,"0","157","1","1","55","80","0","0","150","6",,,,,"",,"",
"150","262397","1",,,"0","158","1","1","55","90","0","0","150","6",,,,,"",,"",
"151","262398","1",,,"0","159","1","1","55","100","0","0","150","6",,,,,"",,"",
"152","262399","1",,,"0","210","1","1","32","1","0","0","300","4",,,,,"",,"",
"153","262400","1",,,"0","211","1","1","32","10","0","0","300","4",,,,,"",,"",
"154","262401","1",,,"0","212","1","1","32","20","0","0","300","4",,,,,"",,"",
"155","262402","1",,,"0","213","1","1","32","50","0","0","300","4",,,,,"",,"",
"156","262403","1",,,"0","214","1","1","32","100","0","0","300","4",,,,,"",,"",
"157","262404","1",,,"0","215","1","1","32","200","0","0","300","4",,,,,"",,"",
"158","262405","1",,,"0","216","1","1","32","500","0","0","300","4",,,,,"",,"",
"159","262406","1",,,"0","217","1","1","32","1000","0","0","300","4",,,,,"",,"",
"160","262407","1",,,"0","160","1","1","35","10","2","0","200","4",,,,,"",,"",
"161","262408","1",,,"0","161","1","1","35","20","2","0","200","4",,,,,"",,"",
"162","262409","1",,,"0","162","1","1","35","50","2","0","200","4",,,,,"",,"",
"163","262410","1",,,"0","163","1","1","35","80","2","0","200","4",,,,,"",,"",
"164","262411","1",,,"0","164","1","1","35","100","2","0","200","4",,,,,"",,"",
"165","262412","1",,,"0","165","1","1","35","10","3","0","201","4",,,,,"",,"",
"166","262413","1",,,"0","166","1","1","35","20","3","0","201","4",,,,,"",,"",
"167","262414","1",,,"0","167","1","1","35","50","3","0","201","4",,,,,"",,"",
"168","262415","1",,,"0","168","1","1","35","80","3","0","201","4",,,,,"",,"",
"169","262416","1",,,"0","169","1","1","35","100","3","0","201","4",,,,,"",,"",
"170","262417","1",,,"0","170","1","1","35","10","4","0","202","4",,,,,"",,"",
"171","262418","1",,,"0","171","1","1","35","20","4","0","202","4",,,,,"",,"",
"172","262419","1",,,"0","172","1","1","35","50","4","0","202","4",,,,,"",,"",
"173","262420","1",,,"0","173","1","1","35","80","4","0","202","4",,,,,"",,"",
"174","262421","1",,,"0","174","1","1","35","100","4","0","202","4",,,,,"",,"",
"175","262422","1",,,"0","175","1","1","35","10","5","0","203","4",,,,,"",,"",
"176","262423","1",,,"0","176","1","1","35","20","5","0","203","4",,,,,"",,"",
"177","262424","1",,,"0","177","1","1","35","50","5","0","203","4",,,,,"",,"",
"178","262425","1",,,"0","178","1","1","35","80","5","0","203","4",,,,,"",,"",
"179","262426","1",,,"0","179","1","1","35","100","5","0","203","4",,,,,"",,"",
"180","262427","1",,,"0","180","1","1","35","10","6","0","204","4",,,,,"",,"",
"181","262428","1",,,"0","181","1","1","35","20","6","0","204","4",,,,,"",,"",
"182","262429","1",,,"0","182","1","1","35","50","6","0","204","4",,,,,"",,"",
"183","262430","1",,,"0","183","1","1","35","80","6","0","204","4",,,,,"",,"",
"184","262431","1",,,"0","184","1","1","35","100","6","0","204","4",,,,,"",,"",
"185","262432","1",,,"0","185","1","1","35","10","7","0","205","4",,,,,"",,"",
"186","262433","1",,,"0","186","1","1","35","20","7","0","205","4",,,,,"",,"",
"187","262434","1",,,"0","187","1","1","35","50","7","0","205","4",,,,,"",,"",
"188","262435","1",,,"0","188","1","1","35","80","7","0","205","4",,,,,"",,"",
"189","262436","1",,,"0","189","1","1","35","100","7","0","205","4",,,,,"",,"",
"190","262437","1",,,"0","190","1","1","35","10","8","0","206","4",,,,,"",,"",
"191","262438","1",,,"0","191","1","1","35","20","8","0","206","4",,,,,"",,"",
"192","262439","1",,,"0","192","1","1","35","50","8","0","206","4",,,,,"",,"",
"193","262440","1",,,"0","193","1","1","35","80","8","0","206","4",,,,,"",,"",
"194","262441","1",,,"0","194","1","1","35","100","8","0","206","4",,,,,"",,"",
"195","262442","1",,,"0","195","1","1","35","10","9","0","207","4",,,,,"",,"",
"196","262443","1",,,"0","196","1","1","35","20","9","0","207","4",,,,,"",,"",
"197","262444","1",,,"0","197","1","1","35","50","9","0","207","4",,,,,"",,"",
"198","262445","1",,,"0","198","1","1","35","80","9","0","207","4",,,,,"",,"",
"199","262446","1",,,"0","199","1","1","35","100","9","0","207","4",,,,,"",,"",
"200","262447","1",,,"0","200","1","1","35","10","10","0","208","4",,,,,"",,"",
"201","262448","1",,,"0","201","1","1","35","20","10","0","208","4",,,,,"",,"",
"202","262449","1",,,"0","202","1","1","35","50","10","0","208","4",,,,,"",,"",
"203","262450","1",,,"0","203","1","1","35","80","10","0","208","4",,,,,"",,"",
"204","262451","1",,,"0","204","1","1","35","100","10","0","208","4",,,,,"",,"",
"205","262452","1",,,"0","205","1","1","35","10","11","0","209","4",,,,,"",,"",
"206","262453","1",,,"0","206","1","1","35","20","11","0","209","4",,,,,"",,"",
"207","262454","1",,,"0","207","1","1","35","50","11","0","209","4",,,,,"",,"",
"208","262455","1",,,"0","208","1","1","35","80","11","0","209","4",,,,,"",,"",
"209","262456","1",,,"0","209","1","1","35","100","11","0","209","4",,,,,"",,"",
"210","262457","1",,,"0","218","1","1","74","1000","0","0","301","6",,,,,"",,"",
"211","262458","1",,,"0","219","1","1","74","5000","0","0","301","6",,,,,"",,"",
"212","262459","1",,,"0","220","1","1","74","10000","0","0","301","6",,,,,"",,"",
"213","262460","1",,,"0","221","1","1","74","50000","0","0","301","6",,,,,"",,"",
"214","262461","1",,,"0","222","1","1","74","100000","0","0","301","6",,,,,"",,"",
"215","262462","1",,,"0","223","1","1","74","200000","0","0","301","6",,,,,"",,"",
"216","262463","1",,,"0","224","1","1","74","300000","0","0","301","6",,,,,"",,"",
"217","262464","1",,,"0","225","1","1","74","400000","0","0","301","6",,,,,"",,"",
"218","262465","1",,,"0","226","1","1","74","500000","0","0","301","6",,,,,"",,"",
"219","262466","1",,,"0","227","1","1","41","1","0","0","302","5",,,,,"",,"",
"220","262467","1",,,"0","228","1","1","41","10","0","0","302","5",,,,,"",,"",
"221","262468","1",,,"0","229","1","1","41","20","0","0","302","5",,,,,"",,"",
"222","262469","1",,,"0","230","1","1","41","50","0","0","302","5",,,,,"",,"",
"223","262470","1",,,"0","231","1","1","41","100","0","0","302","5",,,,,"",,"",
"224","262471","1",,,"0","232","1","1","41","200","0","0","302","5",,,,,"",,"",
"225","262472","1",,,"0","233","1","1","41","500","0","0","302","5",,,,,"",,"",
"226","262473","1",,,"0","234","1","1","41","1000","0","0","302","5",,,,,"",,"",
"227","262474","1",,,"0","235","1","1","44","1","0","0","303","5",,,,,"",,"",
"228","262475","1",,,"0","236","1","1","44","10","0","0","303","5",,,,,"",,"",
"229","262476","1",,,"0","237","1","1","44","20","0","0","303","5",,,,,"",,"",
"230","262477","1",,,"0","238","1","1","44","50","0","0","303","5",,,,,"",,"",
"231","262478","1",,,"0","239","1","1","44","100","0","0","303","5",,,,,"",,"",
"232","262481","1",,"2021-11-17 11:15:00","0","244","1","1","47","1","0","0","304","5",,,,,"",,"",
"233","262482","1",,"2021-11-17 11:15:00","0","245","1","1","47","10","0","0","304","5",,,,,"",,"",
"234","262483","1",,"2021-11-17 11:15:00","0","246","1","1","47","20","0","0","304","5",,,,,"",,"",
"235","262484","1",,"2021-11-17 11:15:00","0","247","1","1","47","50","0","0","304","5",,,,,"",,"",
"236","262485","1",,"2021-11-17 11:15:00","0","248","1","1","47","100","0","0","304","5",,,,,"",,"",
"237","262486","1",,"2021-11-17 11:15:00","0","249","1","1","50","1","0","0","305","5",,,,,"",,"",
"238","262487","1",,"2021-11-17 11:15:00","0","250","1","1","50","10","0","0","305","5",,,,,"",,"",
"239","262488","1",,"2021-11-17 11:15:00","0","251","1","1","50","20","0","0","305","5",,,,,"",,"",
"240","262489","1",,"2021-11-17 11:15:00","0","252","1","1","50","50","0","0","305","5",,,,,"",,"",
"241","262490","1",,"2021-11-17 11:15:00","0","253","1","1","50","100","0","0","305","5",,,,,"",,"",
"242","262491","1",,,"0","267","1","1","68","1","0","0","400","6",,,,,"",,"",
"243","262492","1",,,"0","268","1","1","68","2","0","0","401","6",,,,,"",,"",
"244","262493","1",,,"0","269","1","1","68","3","0","0","402","6",,,,,"",,"",
"245","262494","1",,,"0","270","1","1","68","10","0","0","403","6",,,,,"",,"",
"246","262495","1",,,"0","271","1","1","68","100","0","0","404","6",,,,,"",,"",
"247","262496","1",,,"0","272","1","1","68","1000","0","0","405","6",,,,,"",,"",
"248","262497","1",,,"0","273","1","1","68","2000","0","0","406","6",,,,,"",,"",
"249","262498","1",,,"0","274","1","1","68","5000","0","0","407","6",,,,,"",,"",
"250","262499","1",,,"0","275","1","1","68","10000","0","0","408","6",,,,,"",,"",
"251","262500","1",,,"0","276","1","1","68","20000","0","0","409","6",,,,,"",,"",
"252","262501","1",,,"0","254","1","1","73","1","0","0","306","6",,,,,"",,"",
"253","262502","1",,,"0","255","1","1","73","10","0","0","306","6",,,,,"",,"",
"254","262503","1",,,"0","256","1","1","73","20","0","0","306","6",,,,,"",,"",
"255","262504","1",,,"0","257","1","1","73","50","0","0","306","6",,,,,"",,"",
"256","262505","1",,,"0","258","1","1","73","100","0","0","306","6",,,,,"",,"",
"257","262506","2",,"2021-05-27 12:59:59","0","0","1","1","4","3","0","0","1000","1",,,,,"",,"",
"258","262507","2",,"2021-05-27 12:59:59","0","0","1","1","4","5","0","0","1000","1",,,,,"",,"",
"259","262508","2",,"2021-05-27 12:59:59","0","0","1","1","4","10","0","0","1000","1",,,,,"",,"",
"260","262509","2",,"2021-05-27 12:59:59","0","0","1","1","18","3","0","0","1001","1",,,,,"",,"",
"261","262510","2",,"2021-05-27 12:59:59","0","0","1","1","18","5","0","0","1001","1",,,,,"",,"",
"262","262511","2",,"2021-05-27 12:59:59","0","0","1","1","25","1","0","0","1002","1",,,,,"",,"",
"263","262512","2",,"2021-05-27 12:59:59","0","0","1","1","25","3","0","0","1002","1",,,,,"",,"",
"264","262513","2",,,"0","0","0","0","21","3","0","0","1003","1",,,,,"",,"",
"265","262514","2",,,"0","0","0","0","21","5","0","0","1003","1",,,,,"",,"",
"266","262517","2",,"2021-05-27 12:59:59","0","0","1","1","34","1","0","0","1004","1",,,,,"",,"",
"267","262518","2",,"2021-05-27 12:59:59","0","0","1","1","34","3","0","0","1004","1",,,,,"",,"",
"268","262519","2",,"2021-05-27 12:59:59","0","0","1","1","43","1","0","0","1005","1",,,,,"",,"",
"269","262520","2",,"2021-05-27 12:59:59","0","0","1","1","43","3","0","0","1005","1",,,,,"",,"",
"270","262521","2",,,"0","0","0","0","46","1","0","0","1006","1",,,,,"",,"",
"271","262522","2",,,"0","0","0","0","46","3","0","0","1006","1",,,,,"",,"",
"272","262523","2",,"2021-05-27 12:59:59","0","0","1","1","49","1","0","0","1007","1",,,,,"",,"",
"273","262524","2",,"2021-05-27 12:59:59","0","0","1","1","49","2","0","0","1007","1",,,,,"",,"",
"274","262525","2",,,"0","0","0","0","52","1","0","0","1008","1",,,,,"",,"",
"275","262526","2",,,"0","0","0","0","52","2","0","0","1008","1",,,,,"",,"",
"276","262527","2",,"2021-05-27 12:59:59","0","0","1","1","79","1","0","0","1009","1",,,,,"",,"",
"277","262528","2",,"2021-05-27 12:59:59","0","0","1","1","79","3","0","0","1009","1",,,,,"",,"",
"278","262529","2",,"2021-05-27 12:59:59","0","0","1","1","79","5","0","0","1009","1",,,,,"",,"",
"279","262530","3",,"2021-05-27 12:59:59","0","0","0","0","3","10","0","0","2000","1",,,,,"",,"",
"280","262531","3",,"2021-05-27 12:59:59","0","0","0","0","3","20","0","0","2000","1",,,,,"",,"",
"281","262532","3",,"2021-05-27 12:59:59","0","0","0","0","3","50","0","0","2000","1",,,,,"",,"",
"282","262533","3",,"2021-05-27 12:59:59","0","0","0","0","17","10","0","0","2001","1",,,,,"",,"",
"283","262534","3",,"2021-05-27 12:59:59","0","0","0","0","17","20","0","0","2001","1",,,,,"",,"",
"284","262535","3",,"2021-05-27 12:59:59","0","0","0","0","17","30","0","0","2001","1",,,,,"",,"",
"285","262536","3",,"2021-05-27 12:59:59","0","0","0","0","24","5","0","0","2002","1",,,,,"",,"",
"286","262537","3",,"2021-05-27 12:59:59","0","0","0","0","24","10","0","0","2002","1",,,,,"",,"",
"287","262538","3",,"2021-05-27 12:59:59","0","0","0","0","24","20","0","0","2002","1",,,,,"",,"",
"288","262539","3",,"2021-05-27 12:59:59","0","0","0","0","20","10","0","0","2003","1",,,,,"",,"",
"289","262540","3",,"2021-05-27 12:59:59","0","0","0","0","20","20","0","0","2003","1",,,,,"",,"",
"290","262541","3",,"2021-05-27 12:59:59","0","0","0","0","20","30","0","0","2003","1",,,,,"",,"",
"291","262545","3",,"2021-05-27 12:59:59","0","0","0","0","33","5","0","0","2004","1",,,,,"",,"",
"292","262546","3",,"2021-05-27 12:59:59","0","0","0","0","33","10","0","0","2004","1",,,,,"",,"",
"293","262547","3",,"2021-05-27 12:59:59","0","0","0","0","42","5","0","0","2005","1",,,,,"",,"",
"294","262548","3",,"2021-05-27 12:59:59","0","0","0","0","42","10","0","0","2005","1",,,,,"",,"",
"295","262549","3",,"2021-05-27 12:59:59","0","0","0","0","42","20","0","0","2005","1",,,,,"",,"",
"296","262550","3",,,"0","0","0","0","45","5","0","0","2006","1",,,,,"",,"",
"297","262553","3",,"2021-05-27 12:59:59","0","0","0","0","48","5","0","0","2007","1",,,,,"",,"",
"298","262554","3",,"2021-05-27 12:59:59","0","0","0","0","48","10","0","0","2007","1",,,,,"",,"",
"299","262555","3",,,"0","0","0","0","51","5","0","0","2008","1",,,,,"",,"",
"300","262556","3",,,"0","0","0","0","51","10","0","0","2008","1",,,,,"",,"",
"301","262557","3",,"2021-05-27 12:59:59","0","0","0","0","78","5","0","0","2009","1",,,,,"",,"",
"302","262558","3",,"2021-05-27 12:59:59","0","0","0","0","78","10","0","0","2009","1",,,,,"",,"",
"303","262559","3",,"2021-05-27 12:59:59","0","0","0","0","78","20","0","0","2009","1",,,,,"",,"",
"304","262560","3",,"2021-05-27 12:59:59","0","0","0","0","60","10","0","0","2010","1",,,,,"",,"",
"305","262561","3",,"2021-05-27 12:59:59","0","0","0","0","60","20","0","0","2010","1",,,,,"",,"",
"306","262562","3",,,"0","0","0","0","60","30","0","0","2010","1",,,,,"",,"",
"307","262563","1",,,"0","10","1","1","85","9","0","0","151","6",,,,,"",,"",
"308","262564","1",,,"0","11","1","1","85","10","0","0","152","6",,,,,"",,"",
"309","262565","1",,,"0","12","1","1","85","11","0","0","153","6",,,,,"",,"",
"310","262566","1",,,"0","13","1","1","85","12","0","0","154","6",,,,,"",,"",
"311","262567","1",,,"0","14","1","1","85","13","0","0","155","6",,,,,"",,"",
"312","262568","1",,,"0","15","1","1","85","14","0","0","156","6",,,,,"",,"",
"313","262569","1",,,"0","16","1","1","85","15","0","0","157","6",,,,,"",,"",
"314","262570","1",,,"0","240","1","1","84","1","0","0","303","5",,,,,"",,"",
"315","262571","1",,,"0","241","1","1","84","10","0","0","303","5",,,,,"",,"",
"316","262572","1",,,"0","242","1","1","84","20","0","0","303","5",,,,,"",,"",
"317","262573","1",,,"0","243","1","1","84","50","0","0","303","5",,,,,"",,"",
"318","262574","1",,,"0","259","1","1","83","3","0","0","307","6",,,,,"",,"",
"319","262575","1",,,"0","260","1","1","83","4","0","0","307","6",,,,,"",,"",
"320","262576","1",,,"0","261","1","1","83","5","0","0","307","6",,,,,"",,"",
"321","262577","1",,,"0","262","1","1","83","6","0","0","307","6",,,,,"",,"",
"322","262578","1",,,"0","263","1","1","83","7","0","0","307","6",,,,,"",,"",
"323","262579","1",,,"0","264","1","1","83","8","0","0","307","6",,,,,"",,"",
"324","262580","1",,,"0","265","1","1","83","9","0","0","307","6",,,,,"",,"",
