"1","5049033",,,,,,"6048032"
"1","7020034",,,"2021035",,"3019035",
"1","6022034",,"2023033",,,"2021035",
"1","6024034",,"2025033",,,,"2023033"
"1","3026034",,"2027033",,,,"2025033"
"1","6038034",,,"6039035",,,"6037033"
"1","2042034",,"2043033",,"6042036",,"2041033"
"1","3019035",,"7020034",,,"3018036",
"1","2021035",,"6022034",,"6021037",,"7020034"
"1","2031035",,,"6032036",,"6030036",
"1","7033035","3033033",,,,"6032036",
"1","6039035",,,"7040036",,,"6038034"
"1","3018036",,"3019035",,"3018038",,
"1","6030036",,"2031035",,"2030038",,
"1","6032036",,"7033035",,"2032038",,"2031035"
"1","7040036",,,,"6040038",,"6039035"
"1","6042036","2042034",,"2043037",,,
"1","6046036",,,"2047037",,"2045037",
"1","6021037","2021035",,"2022038",,,
"1","6027037",,,"2028038",,"2026038",
"1","2043037",,,"6044038",,,"6042036"
"1","2045037",,"6046036",,,"6044038",
"1","2047037",,,"6048038",,,"6046036"
"1","3018038","3018036",,"3019039",,,
"1","2022038",,,"6023039",,,"6021037"
"1","2026038",,"6027037",,,"6025039",
"1","2028038",,,"6029039",,,"6027037"
"1","2030038","6030036",,,,"6029039",
"1","2032038","6032036",,"2033039",,,
"1","4034038",,,"2035039",,"2033039",
"1","6036038",,,"2037039",,"2035039",
"1","6040038","7040036",,"2041039",,"2039039",
"1","6044038",,"2045037",,,,"2043037"
"1","6048038",,,,"3048040",,"2047037"
"1","3019039",,,,,,"3018038"
"1","6023039",,,"3024040",,,"2022038"
"1","6025039",,"2026038",,,"3024040",
"1","6029039",,"2030038",,,,"2028038"
"1","2033039",,"4034038",,"6033041",,"2032038"
"1","2035039",,"6036038",,"6035041",,"4034038"
"1","2037039",,,,"2037041",,"6036038"
"1","2039039",,"6040038",,"2039041",,
"1","2041039",,,,"2041041",,"6040038"
"1","3024040",,"6025039",,,,"6023039"
"1","3048040","6048038",,,"6048042",,
"1","6033041","2033039",,"2034042",,,
"1","6035041","2035039",,,,"2034042",
"1","2037041","2037039",,"6038042",,,
"1","2039041","2039039",,,,"6038042",
"1","2041041","2041039",,"6042042",,,
"1","2043041",,,"6044042",,"6042042",
"1","2034042",,"6035041",,"1034044",,"6033041"
"1","6038042",,"2039041",,,,"2037041"
"1","6042042",,"2043041",,"7042044",,"2041041"
"1","6044042",,,"2045043",,,"2043041"
"1","6048042","3048040",,,,"2047043",
"1","2045043",,,"6046044",,,"6044042"
"1","2047043",,"6048042",,,"6046044",
"1","6030044",,,"2031045",,"2029045",
"1","1034044","2034042",,,,"2033045",
"1","7042044","6042042",,,"6042046",,
"1","6046044",,"2047043",,,,"2045043"
"1","6025045",,,"6026046",,"6024046",
"1","2029045",,"6030044",,"6029047",,
"1","2031045",,,,"6031047",,"6030044"
"1","2033045",,"1034044",,"6033047",,
"1","6024046",,"6025045",,"6024048",,
"1","6026046",,,,"6026048",,"6025045"
"1","6042046","7042044",,"6043047",,,
"1","6029047","2029045",,,"2029049",,
"1","6031047","2031045",,"2032048",,,
"1","6033047","2033045",,,,"2032048",
"1","6043047",,,"6044048",,,"6042046"
"1","6024048","6024046",,"6025049",,,
"1","6026048","6026046",,"7027049",,"6025049",
"1","2032048",,"6033047",,,,"6031047"
"1","6044048",,,"5045049",,,"6043047"
"1","6025049",,"6026048",,,,"6024048"
"1","7027049",,,,"6027051",,"6026048"
"1","2029049","6029047",,,"6029051",,
"1","5045049",,,,,,"6044048"
"1","6021051",,,"6022052",,"6020052",
"1","6027051","7027049",,"2028052",,"2026052",
"1","6029051","2029049",,,,"2028052",
"1","6020052",,"6021051",,"6020054",,
"1","6022052",,,,"6022054",,"6021051"
"1","2026052",,"6027051",,,"6025053",
"1","2028052",,"6029051",,"2028054",,"6027051"
"1","6025053",,"2026052",,"2025055",,
"1","6020054","6020052",,"6021055",,,
"1","6022054","6022052",,"7023055",,"6021055",
"1","2028054","2028052",,"6029055",,,
"1","7030054",,,"6031055",,"6029055",
"1","6032054",,,"6033055",,"6031055",
"1","6021055",,"6022054",,,,"6020054"
"1","7023055",,,,"6023057",,"6022054"
"1","2025055","6025053",,"2026056",,,
"1","6029055",,"7030054",,"2029057",,"2028054"
"1","6031055",,"6032054",,"6031057",,"7030054"
"1","6033055",,,,"6033057",,"6032054"
"1","2026056",,,,"3026058",,"2025055"
"1","6023057","7023055",,"2024058",,"2022058",
"1","2029057","6029055",,,,"6028058",
"1","6031057","6031055",,"6032058",,,
"1","6033057","6033055",,,,"6032058",
"1","2022058",,"6023057",,,"6021059",
"1","2024058",,,"2025059",,,"6023057"
"1","3026058","2026056",,"2027059",,"2025059",
"1","6028058",,"2029057",,,"2027059",
"1","6032058",,"6033057",,,,"6031057"
"1","6021059",,"2022058",,"6021061",,
"1","2025059",,"3026058",,"6025061",,"2024058"
"1","2027059",,"6028058",,,,"3026058"
"1","6021061","6021059",,,"2021063",,
"1","6025061","2025059",,"7026062",,"2024062",
"1","2024062",,"6025061",,,"6023063",
"1","7026062",,,"6027063",,,"6025061"
"1","6028062",,,"6029063",,"6027063",
"1","6019063",,,"7020064",,"6018064",
"1","2021063","6021061",,"6022064",,"7020064",
"1","6023063",,"2024062",,,"6022064",
"1","6027063",,"6028062",,"6027065",,"7026062"
"1","6029063",,,,"6029065",,"6028062"
"1","6018064",,"6019063",,"5018066",,
"1","7020064",,"2021063",,"6020066",,"6019063"
"1","6022064",,"6023063",,,,"2021063"
"1","6027065","6027063",,"6028066",,,
"1","6029065","6029063",,,,"6028066",
"1","5018066","6018064",,"6019067",,,
"1","6020066","7020064",,,,"6019067",
"1","6028066",,"6029065",,,,"6027065"
"1","6019067",,"6020066",,,,"5018066"
"2","1034044",,,"3035045",,,
"2","3035045",,,,"3035047",,"1034044"
"2","3038046",,,"3039047",,"3037047",
"2","3035047","3035045",,,"7035049",,
"2","3037047",,"3038046",,"3037049",,
"2","3039047",,,,"3039049",,"3038046"
"2","7035049","3035047",,"3036050",,,
"2","3037049","3037047",,,,"3036050",
"2","3039049","3039047",,,"3039051",,
"2","3036050",,"3037049",,,,"7035049"
"2","3039051","3039049",,,,"3038052",
"2","3038052",,"3039051",,,"8037053",
"2","8042052",,,"3043053",,"3041053",
"2","8037053",,"3038052",,,"3036054",
"2","3041053",,"8042052",,,"3040054",
"2","3043053",,,,"3043055",,"8042052"
"2","3036054",,"8037053",,"3036056",,
"2","3040054",,"3041053",,,"3039055",
"2","3039055",,"3040054",,,"3038056",
"2","3043055","3043053",,,"3043057",,
"2","3036056","3036054",,"3037057",,,
"2","3038056",,"3039055",,,"3037057",
"2","3037057",,"3038056",,,,"3036056"
"2","3043057","3043055",,,,"3042058",
"2","3040058",,,"3041059",,"3039059",
"2","3042058",,"3043057",,,"3041059",
"2","3039059",,"3040058",,,"8038060",
"2","3041059",,"3042058",,,,"3040058"
"2","3047059",,,,,"3046060",
"2","8038060",,"3039059",,,"3037061",
"2","3046060",,"3047059",,,"8045061",
"2","3037061",,"8038060",,,"3036062",
"2","8045061",,"3046060",,,"3044062",
"2","3036062",,"3037061",,"3036064",,
"2","3042062",,,"3043063",,"3041063",
"2","3044062",,"8045061",,,"3043063",
"2","3039063",,,"3040064",,"3038064",
"2","3041063",,"3042062",,,"3040064",
"2","3043063",,"3044062",,,,"3042062"
"2","3036064","3036062",,"3037065",,,
"2","3038064",,"3039063",,,"3037065",
"2","3040064",,"3041063",,,,"3039063"
"2","3037065",,"3038064",,,,"3036064"
