"26","35533","1","13","6","35032","15","13","9","35078","15","13","9","35068","15","13","9","35035","2","8","8","35081","2","8","8","35074","2","8","8","35034","5","8","9","35080","5","8","9","35073","5","8","9"
"27","35533","1","1","6","35033","1","1","7","35079","1","1","7","35069","1","1","7","35036","1","1","7","35082","1","1","7","35075","1","1","7","35229","1","1","6","35465","5","1","6",,,,
"28","35032","15","13","5","35078","15","13","5","35068","15","13","5","35035","2","8","4","35081","2","8","4","35074","2","8","4","35034","5","8","5","35080","5","8","5","35073","5","8","5",,,,
"29","35033","1","8","2","35079","1","8","2","35069","1","8","2","35036","1","8","2","35082","1","8","2","35075","1","8","2","35229","1","7","2",,,,,,,,,,,,
"30","35229","2","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31","35229","2","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32","35229","2","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33","35229","2","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34","35229","2","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35","35229","2","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36","35229","2","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"37","35229","2","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"38","35229","2","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39","35229","2","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40","35229","2","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41","35229","2","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42","35229","2","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"43","35229","2","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44","35229","2","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"45","35465","20","1",,"35033","1","1",,"35079","1","1",,"35069","1","1",,"35036","1","1",,"35082","1","1",,"35075","1","1",,"35229","1","1",,,,,,,,,
"46","35032","15","0","5","35032","15","13","5","35078","15","13","5","35068","15","13","5","35035","2","8","4","35081","2","8","4","35074","2","8","4","35034","5","8","5","35080","5","8","5","35073","5","8","5"
"47","35103","5","13","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35004","1","3","2","35007","1","3","2"
"48","35104","5","13","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35004","1","3","2","35007","1","3","2"
"49","35105","5","13","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35004","1","3","2","35007","1","3","2"
"50","35106","5","13","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35004","1","3","2","35007","1","3","2"
"51","35107","5","13","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35004","1","3","2","35007","1","3","2"
"52","35108","5","13","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35004","1","3","2","35007","1","3","2"
"53","35109","5","13","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35004","1","3","2","35007","1","3","2"
"54","35110","5","13","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35004","1","3","2","35007","1","3","2"
"55","35111","5","13","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35004","1","3","2","35007","1","3","2"
"56","35112","5","13","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35004","1","3","2","35007","1","3","2"
"57","35125","5","13","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35004","1","3","2","35007","1","3","2"
"58","35178","5","13","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35004","1","3","2","35007","1","3","2"
"59","35246","5","13","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35004","1","3","2","35007","1","3","2"
"60","35316","5","13","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35004","1","3","2","35007","1","3","2"
"61","35454","5","13","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35004","1","3","2","35007","1","3","2"
"62","35685","5","13","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35004","1","3","2","35007","1","3","2"
"63","35023","5000","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"64","35023","50000","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"65","35023","100000","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"66","35032","15","0","5","35032","15","13","5","35078","15","13","5","35068","15","13","5","35035","2","8","4","35081","2","8","4","35074","2","8","4","35034","5","8","5","35080","5","8","5","35073","5","8","5"
"67","35103","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35004","1","3","2","35007","1","3","2"
"68","35104","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35004","1","3","2","35007","1","3","2"
"69","35105","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35004","1","3","2","35007","1","3","2"
"70","35106","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35004","1","3","2","35007","1","3","2"
"71","35107","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35004","1","3","2","35007","1","3","2"
"72","35108","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35004","1","3","2","35007","1","3","2"
"73","35109","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35004","1","3","2","35007","1","3","2"
"74","35110","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35004","1","3","2","35007","1","3","2"
"75","35111","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35004","1","3","2","35007","1","3","2"
"76","35112","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35004","1","3","2","35007","1","3","2"
"77","35125","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35004","1","3","2","35007","1","3","2"
"78","35178","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35004","1","3","2","35007","1","3","2"
"79","35246","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35004","1","3","2","35007","1","3","2"
"80","35316","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35004","1","3","2","35007","1","3","2"
"81","35454","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35004","1","3","2","35007","1","3","2"
"82","35685","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35004","1","3","2","35007","1","3","2"
"83","35032","15","0","5","35032","15","13","5","35078","15","13","5","35068","15","13","5","35035","2","8","4","35081","2","8","4","35074","2","8","4","35034","5","8","5","35080","5","8","5","35073","5","8","5"
"84","35103","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35465","100","3","2","35465","100","3","2"
"85","35104","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35465","100","3","2","35465","100","3","2"
"86","35105","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35465","100","3","2","35465","100","3","2"
"87","35106","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35465","100","3","2","35465","100","3","2"
"88","35107","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35465","100","3","2","35465","100","3","2"
"89","35108","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35465","100","3","2","35465","100","3","2"
"90","35109","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35465","100","3","2","35465","100","3","2"
"91","35110","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35465","100","3","2","35465","100","3","2"
"92","35111","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35465","100","3","2","35465","100","3","2"
"93","35112","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35465","100","3","2","35465","100","3","2"
"94","35125","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35465","100","3","2","35465","100","3","2"
"95","35178","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35465","100","3","2","35465","100","3","2"
"96","35246","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35465","100","3","2","35465","100","3","2"
"97","35316","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35465","100","3","2","35465","100","3","2"
"98","35454","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35465","100","3","2","35465","100","3","2"
"99","35685","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35465","100","3","2","35465","100","3","2"
"100","35851","5","15","1","35033","1","4","2","35079","1","4","2","35069","1","4","2","35036","1","4","2","35082","1","4","2","35075","1","4","2","35229","1","2","1","35465","100","3","2","35465","100","3","2"
"101","35032","15","0","13","35032","15","13","13","35078","15","13","13","35068","15","13","13","35035","2","8","12","35081","2","8","12","35074","2","8","12","35034","5","8","13","35080","5","8","13","35073","5","8","13"
"102","35928","5","400","10","35033","1","75","11","35079","1","75","11","35069","1","75","11","35036","1","75","11","35082","1","75","11","35075","1","75","11","35229","1","40","10","35004","1","55","11","35007","1","55","11"
"103","35103","100","10",,"35036","2","6",,"35082","2","6",,"35075","2","6",,"35035","10","16",,"35081","10","16",,"35074","10","16",,"35034","15","8",,"35080","15","8",,"35073","15","8",
"104","35104","100","10",,"35036","2","6",,"35082","2","6",,"35075","2","6",,"35035","10","16",,"35081","10","16",,"35074","10","16",,"35034","15","8",,"35080","15","8",,"35073","15","8",
"105","35105","100","10",,"35036","2","6",,"35082","2","6",,"35075","2","6",,"35035","10","16",,"35081","10","16",,"35074","10","16",,"35034","15","8",,"35080","15","8",,"35073","15","8",
"106","35106","100","10",,"35036","2","6",,"35082","2","6",,"35075","2","6",,"35035","10","16",,"35081","10","16",,"35074","10","16",,"35034","15","8",,"35080","15","8",,"35073","15","8",
"107","35107","100","10",,"35036","2","6",,"35082","2","6",,"35075","2","6",,"35035","10","16",,"35081","10","16",,"35074","10","16",,"35034","15","8",,"35080","15","8",,"35073","15","8",
"108","35108","100","10",,"35036","2","6",,"35082","2","6",,"35075","2","6",,"35035","10","16",,"35081","10","16",,"35074","10","16",,"35034","15","8",,"35080","15","8",,"35073","15","8",
"109","35109","100","10",,"35036","2","6",,"35082","2","6",,"35075","2","6",,"35035","10","16",,"35081","10","16",,"35074","10","16",,"35034","15","8",,"35080","15","8",,"35073","15","8",
"110","35110","100","10",,"35036","2","6",,"35082","2","6",,"35075","2","6",,"35035","10","16",,"35081","10","16",,"35074","10","16",,"35034","15","8",,"35080","15","8",,"35073","15","8",
"111","35111","100","10",,"35036","2","6",,"35082","2","6",,"35075","2","6",,"35035","10","16",,"35081","10","16",,"35074","10","16",,"35034","15","8",,"35080","15","8",,"35073","15","8",
"112","35112","100","10",,"35036","2","6",,"35082","2","6",,"35075","2","6",,"35035","10","16",,"35081","10","16",,"35074","10","16",,"35034","15","8",,"35080","15","8",,"35073","15","8",
"113","35125","100","10",,"35036","2","6",,"35082","2","6",,"35075","2","6",,"35035","10","16",,"35081","10","16",,"35074","10","16",,"35034","15","8",,"35080","15","8",,"35073","15","8",
"114","35178","100","10",,"35036","2","6",,"35082","2","6",,"35075","2","6",,"35035","10","16",,"35081","10","16",,"35074","10","16",,"35034","15","8",,"35080","15","8",,"35073","15","8",
"115","35246","100","10",,"35036","2","6",,"35082","2","6",,"35075","2","6",,"35035","10","16",,"35081","10","16",,"35074","10","16",,"35034","15","8",,"35080","15","8",,"35073","15","8",
"116","35316","100","10",,"35036","2","6",,"35082","2","6",,"35075","2","6",,"35035","10","16",,"35081","10","16",,"35074","10","16",,"35034","15","8",,"35080","15","8",,"35073","15","8",
"117","35454","100","10",,"35036","2","6",,"35082","2","6",,"35075","2","6",,"35035","10","16",,"35081","10","16",,"35074","10","16",,"35034","15","8",,"35080","15","8",,"35073","15","8",
"118","35685","100","10",,"35036","2","6",,"35082","2","6",,"35075","2","6",,"35035","10","16",,"35081","10","16",,"35074","10","16",,"35034","15","8",,"35080","15","8",,"35073","15","8",
"119","35851","100","10",,"35036","2","6",,"35082","2","6",,"35075","2","6",,"35035","10","16",,"35081","10","16",,"35074","10","16",,"35034","15","8",,"35080","15","8",,"35073","15","8",
"120","35228","1","5",,"35023","1500000","30",,"35820","5","12",,"35964","1","9",,"35412","1","24",,"35531","2","30",,"35103","300","24",,"35553","15","30",,"35965","4","12",,"35229","10","24",
"121","35228","1","5",,"35023","1500000","30",,"35820","5","12",,"35964","1","9",,"35412","1","24",,"35531","2","30",,"35104","300","24",,"35553","15","30",,"35965","4","12",,"35229","10","24",
"122","35228","1","5",,"35023","1500000","30",,"35820","5","12",,"35964","1","9",,"35412","1","24",,"35531","2","30",,"35105","300","24",,"35553","15","30",,"35965","4","12",,"35229","10","24",
"123","35228","1","5",,"35023","1500000","30",,"35820","5","12",,"35964","1","9",,"35412","1","24",,"35531","2","30",,"35106","300","24",,"35553","15","30",,"35965","4","12",,"35229","10","24",
"124","35228","1","5",,"35023","1500000","30",,"35820","5","12",,"35964","1","9",,"35412","1","24",,"35531","2","30",,"35107","300","24",,"35553","15","30",,"35965","4","12",,"35229","10","24",
"125","35228","1","5",,"35023","1500000","30",,"35820","5","12",,"35964","1","9",,"35412","1","24",,"35531","2","30",,"35108","300","24",,"35553","15","30",,"35965","4","12",,"35229","10","24",
"126","35228","1","5",,"35023","1500000","30",,"35820","5","12",,"35964","1","9",,"35412","1","24",,"35531","2","30",,"35109","300","24",,"35553","15","30",,"35965","4","12",,"35229","10","24",
"127","35228","1","5",,"35023","1500000","30",,"35820","5","12",,"35964","1","9",,"35412","1","24",,"35531","2","30",,"35110","300","24",,"35553","15","30",,"35965","4","12",,"35229","10","24",
"128","35228","1","5",,"35023","1500000","30",,"35820","5","12",,"35964","1","9",,"35412","1","24",,"35531","2","30",,"35111","300","24",,"35553","15","30",,"35965","4","12",,"35229","10","24",
"129","35228","1","5",,"35023","1500000","30",,"35820","5","12",,"35964","1","9",,"35412","1","24",,"35531","2","30",,"35112","300","24",,"35553","15","30",,"35965","4","12",,"35229","10","24",
"130","35228","1","5",,"35023","1500000","30",,"35820","5","12",,"35964","1","9",,"35412","1","24",,"35531","2","30",,"35125","300","24",,"35553","15","30",,"35965","4","12",,"35229","10","24",
"131","35228","1","5",,"35023","1500000","30",,"35820","5","12",,"35964","1","9",,"35412","1","24",,"35531","2","30",,"35178","300","24",,"35553","15","30",,"35965","4","12",,"35229","10","24",
"132","35228","1","5",,"35023","1500000","30",,"35820","5","12",,"35964","1","9",,"35412","1","24",,"35531","2","30",,"35246","300","24",,"35553","15","30",,"35965","4","12",,"35229","10","24",
"133","35228","1","5",,"35023","1500000","30",,"35820","5","12",,"35964","1","9",,"35412","1","24",,"35531","2","30",,"35316","300","24",,"35553","15","30",,"35965","4","12",,"35229","10","24",
"134","35228","1","5",,"35023","1500000","30",,"35820","5","12",,"35964","1","9",,"35412","1","24",,"35531","2","30",,"35454","300","24",,"35553","15","30",,"35965","4","12",,"35229","10","24",
"135","35228","1","5",,"35023","1500000","30",,"35820","5","12",,"35964","1","9",,"35412","1","24",,"35531","2","30",,"35685","300","24",,"35553","15","30",,"35965","4","12",,"35229","10","24",
"136","35228","1","5",,"35023","1500000","30",,"35820","5","12",,"35964","1","9",,"35412","1","24",,"35531","2","30",,"35851","300","24",,"35553","15","30",,"35965","4","12",,"35229","10","24",
"137","35972","1","15",,"35023","250000","15",,"35033","5","12",,"35079","5","12",,"35069","5","12",,"35820","1","4",,"35965","1","6",,"35465","500","8",,"35103","100","8",,"35553","3","8",
"138","35972","1","15",,"35023","250000","15",,"35033","5","12",,"35079","5","12",,"35069","5","12",,"35820","1","4",,"35965","1","6",,"35465","500","8",,"35104","100","8",,"35553","3","8",
"139","35972","1","15",,"35023","250000","15",,"35033","5","12",,"35079","5","12",,"35069","5","12",,"35820","1","4",,"35965","1","6",,"35465","500","8",,"35105","100","8",,"35553","3","8",
"140","35972","1","15",,"35023","250000","15",,"35033","5","12",,"35079","5","12",,"35069","5","12",,"35820","1","4",,"35965","1","6",,"35465","500","8",,"35106","100","8",,"35553","3","8",
"141","35972","1","15",,"35023","250000","15",,"35033","5","12",,"35079","5","12",,"35069","5","12",,"35820","1","4",,"35965","1","6",,"35465","500","8",,"35107","100","8",,"35553","3","8",
"142","35972","1","15",,"35023","250000","15",,"35033","5","12",,"35079","5","12",,"35069","5","12",,"35820","1","4",,"35965","1","6",,"35465","500","8",,"35108","100","8",,"35553","3","8",
"143","35972","1","15",,"35023","250000","15",,"35033","5","12",,"35079","5","12",,"35069","5","12",,"35820","1","4",,"35965","1","6",,"35465","500","8",,"35109","100","8",,"35553","3","8",
"144","35972","1","15",,"35023","250000","15",,"35033","5","12",,"35079","5","12",,"35069","5","12",,"35820","1","4",,"35965","1","6",,"35465","500","8",,"35110","100","8",,"35553","3","8",
"145","35972","1","15",,"35023","250000","15",,"35033","5","12",,"35079","5","12",,"35069","5","12",,"35820","1","4",,"35965","1","6",,"35465","500","8",,"35111","100","8",,"35553","3","8",
"146","35972","1","15",,"35023","250000","15",,"35033","5","12",,"35079","5","12",,"35069","5","12",,"35820","1","4",,"35965","1","6",,"35465","500","8",,"35112","100","8",,"35553","3","8",
"147","35972","1","15",,"35023","250000","15",,"35033","5","12",,"35079","5","12",,"35069","5","12",,"35820","1","4",,"35965","1","6",,"35465","500","8",,"35125","100","8",,"35553","3","8",
"148","35972","1","15",,"35023","250000","15",,"35033","5","12",,"35079","5","12",,"35069","5","12",,"35820","1","4",,"35965","1","6",,"35465","500","8",,"35178","100","8",,"35553","3","8",
"149","35972","1","15",,"35023","250000","15",,"35033","5","12",,"35079","5","12",,"35069","5","12",,"35820","1","4",,"35965","1","6",,"35465","500","8",,"35246","100","8",,"35553","3","8",
"150","35972","1","15",,"35023","250000","15",,"35033","5","12",,"35079","5","12",,"35069","5","12",,"35820","1","4",,"35965","1","6",,"35465","500","8",,"35316","100","8",,"35553","3","8",
"151","35972","1","15",,"35023","250000","15",,"35033","5","12",,"35079","5","12",,"35069","5","12",,"35820","1","4",,"35965","1","6",,"35465","500","8",,"35454","100","8",,"35553","3","8",
"152","35972","1","15",,"35023","250000","15",,"35033","5","12",,"35079","5","12",,"35069","5","12",,"35820","1","4",,"35965","1","6",,"35465","500","8",,"35685","100","8",,"35553","3","8",
"153","35972","1","15",,"35023","250000","15",,"35033","5","12",,"35079","5","12",,"35069","5","12",,"35820","1","4",,"35965","1","6",,"35465","500","8",,"35851","100","8",,"35553","3","8",
"154","35973","1","25",,"35023","50000","14",,"35033","1","9",,"35079","1","9",,"35069","1","9",,"35791","1","9",,"35083","20","10",,"35465","100","8",,"35103","30","5",,"35553","1","2",
"155","35973","1","25",,"35023","50000","14",,"35033","1","9",,"35079","1","9",,"35069","1","9",,"35791","1","9",,"35083","20","10",,"35465","100","8",,"35104","30","5",,"35553","1","2",
"156","35973","1","25",,"35023","50000","14",,"35033","1","9",,"35079","1","9",,"35069","1","9",,"35791","1","9",,"35083","20","10",,"35465","100","8",,"35105","30","5",,"35553","1","2",
"157","35973","1","25",,"35023","50000","14",,"35033","1","9",,"35079","1","9",,"35069","1","9",,"35791","1","9",,"35083","20","10",,"35465","100","8",,"35106","30","5",,"35553","1","2",
"158","35973","1","25",,"35023","50000","14",,"35033","1","9",,"35079","1","9",,"35069","1","9",,"35791","1","9",,"35083","20","10",,"35465","100","8",,"35107","30","5",,"35553","1","2",
"159","35973","1","25",,"35023","50000","14",,"35033","1","9",,"35079","1","9",,"35069","1","9",,"35791","1","9",,"35083","20","10",,"35465","100","8",,"35108","30","5",,"35553","1","2",
"160","35973","1","25",,"35023","50000","14",,"35033","1","9",,"35079","1","9",,"35069","1","9",,"35791","1","9",,"35083","20","10",,"35465","100","8",,"35109","30","5",,"35553","1","2",
"161","35973","1","25",,"35023","50000","14",,"35033","1","9",,"35079","1","9",,"35069","1","9",,"35791","1","9",,"35083","20","10",,"35465","100","8",,"35110","30","5",,"35553","1","2",
"162","35973","1","25",,"35023","50000","14",,"35033","1","9",,"35079","1","9",,"35069","1","9",,"35791","1","9",,"35083","20","10",,"35465","100","8",,"35111","30","5",,"35553","1","2",
"163","35973","1","25",,"35023","50000","14",,"35033","1","9",,"35079","1","9",,"35069","1","9",,"35791","1","9",,"35083","20","10",,"35465","100","8",,"35112","30","5",,"35553","1","2",
