"77","1","927332784","2018-08-02 13:00:00","2018-08-04 23:59:59","1","2",,,,,,,,,,,,,
"78","1","929429616","2018-08-05 00:00:00","2018-08-05 23:59:59","81","1","2",,,,,,,,,,,,
"79","1","920779696","2018-08-06 00:00:00","2018-08-09 13:29:59","1","2",,,,,,,,,,,,,
"80","1","922867824","2018-08-09 13:30:00","2018-08-16 12:59:59","82","1","2",,,,,,,,,,,,
"81","3","1149038513","2018-08-23 13:30:00","2018-08-30 03:59:59","83","80","6",,,,,,,,,,,,
"82","3","1142689697","2018-08-30 04:00:00","2018-08-30 13:29:59","83","6",,,,,,,,,,,,,
"83","3","1125912481","2018-08-30 13:30:00","2018-09-05 23:59:59","84","83","6",,,,,,,,,,,,
"84","3","1134399313","2018-09-06 00:00:00","2018-09-06 13:29:59","84","6",,,,,,,,,,,,,
"85","3","1121816369","2018-09-06 13:30:00","2018-09-13 13:29:59","85","84","6",,,,,,,,,,,,
"86","3","1102893025","2018-09-13 13:30:00","2018-09-19 13:29:59","86","85","84","6",,,,,,,,,,,
"87","3","1088311153","2018-09-19 13:30:00","2018-09-20 03:59:59","87","86","85","84","6",,,,,,,,,,
"88","3","1088163809","2018-09-20 04:00:00","2018-09-25 23:59:59","87","86","6",,,,,,,,,,,,
"89","3","1088262081","2018-09-26 00:00:00","2018-09-27 13:29:59","87","6",,,,,,,,,,,,,
"90","3","1184886481","2018-09-27 13:30:00","2018-10-04 03:59:59","91","92","87","6",,,,,,,,,,,
"91","3","1111469713","2018-10-04 04:00:00","2018-10-04 13:29:59","91","92","6",,,,,,,,,,,,
"92","1","933705808","2018-09-19 13:30:00","2018-09-27 03:59:59","88","1","2",,,,,,,,,,,,
"93","19","902319893","2018-01-01 00:00:00","2021-09-16 13:14:59","89","90","537","347","348","349",,,,,,,,,
"94","1","916543985","2018-09-27 13:30:00","2018-10-11 03:59:59","94","1","2",,,,,,,,,,,,
"95","3","1094692353","2018-10-04 13:30:00","2018-10-11 12:59:59","91","93","92","6",,,,,,,,,,,
"96","3","1077866193","2018-10-11 13:30:00","2018-10-25 12:59:59","95","96","6",,,,,,,,,,,,
"97","1","931649777","2018-10-11 04:00:00","2018-10-14 23:59:59","1","2",,,,,,,,,,,,,
"98","1","933747185","2018-10-15 00:00:00","2018-10-15 23:59:59","97","1","2",,,,,,,,,,,,
"99","1","933739185","2018-10-16 00:00:00","2018-10-25 13:29:59","1","2",,,,,,,,,,,,,
"100","1","916584913","2018-10-25 13:30:00","2018-11-08 03:59:59","98","1","2",,,,,,,,,,,,
"101","3","1176489601","2018-10-25 13:30:00","2018-11-01 13:29:59","100","99","6",,,,,,,,,,,,
"102","3","1168035473","2018-11-01 13:30:00","2018-11-08 12:59:59","100","101","102","6",,,,,,,,,,,
"103","3","1086295617","2018-11-08 13:30:00","2018-11-15 12:59:59","103","6",,,,,,,,,,,,,
"104","3","2056076782","2018-11-15 13:00:00","2018-11-18 13:59:59","6",,,,,,,,,,,,,,
"105","3","1203736273","2018-11-18 14:00:00","2018-11-18 23:59:59","106","107","6",,,,,,,,,,,,
"106","3","1205849601","2018-11-19 00:00:00","2018-11-29 12:59:59","105","106","107","103","6",,,,,,,,,,
"107","1","2051238660","2018-11-08 04:00:00","2018-11-18 13:59:59","1","2",,,,,,,,,,,,,
"108","1","908081553","2018-11-18 14:00:00","2018-11-29 03:59:59","104","1","2",,,,,,,,,,,,
"109","3","1174392465","2018-11-29 13:30:00","2018-11-30 23:59:59","108","6",,,,,,,,,,,,,
"110","3","1142795889","2018-12-01 00:00:00","2018-12-06 12:59:59","109","108","6",,,,,,,,,,,,
"111","200","2057035160","2018-12-06 13:00:00",,"111","110",,,,,,,,,,,,,
"112","3","1161588257","2018-12-06 13:00:00","2018-12-13 12:59:59","109","114","108","6",,,,,,,,,,,
"113","100","0","2018-12-13 13:30:00",,"112","113",,,,,,,,,,,,,
"114","3","1130245409","2018-12-13 13:30:00","2018-12-18 08:59:59","115","6",,,,,,,,,,,,,
"115","1","2051238660","2018-11-29 04:00:00","2018-12-13 13:29:59","1","2",,,,,,,,,,,,,
"116","1","937736242","2018-12-13 13:30:00","2018-12-18 08:59:59","116","1","2",,,,,,,,,,,,
"117","3","1079831889","2018-12-18 09:00:00","2018-12-20 12:59:59","119","115","6",,,,,,,,,,,,
"118","3","1079963105","2018-12-20 13:00:00","2018-12-27 12:59:59","119","120","115","6",,,,,,,,,,,
"119","20","1019627285","2018-01-01 00:00:00","2021-09-16 13:14:59","117","118","538","350","351","352",,,,,,,,,
"120","1","937933554","2018-12-18 09:00:00","2018-12-27 03:59:59","121","116","1","2",,,,,,,,,,,
"121","3","1096756497","2018-12-27 13:00:00","2018-12-28 03:59:59","119","122","120","115","6",,,,,,,,,,
"122","3","1098706305","2018-12-28 04:00:00","2018-12-31 23:59:59","122","6",,,,,,,,,,,,,
"123","3","1203653905","2019-01-01 00:00:00","2019-01-04 08:59:59","124","123","122","6",,,,,,,,,,,
"124","1","2051238660","2018-12-27 04:00:00","2018-12-31 23:59:59","1","2",,,,,,,,,,,,,
"125","1","926971986","2019-01-01 00:00:00","2019-01-04 08:59:59","125","1","2",,,,,,,,,,,,
"126","1","937449746","2019-01-04 09:00:00","2019-01-11 03:59:59","126","1","2",,,,,,,,,,,,
"127","3","1203703057","2019-01-04 09:00:00","2019-01-11 13:29:59","124","127","123","122","6",,,,,,,,,,
"128","3","1170099457","2019-01-11 13:30:00","2019-01-17 03:59:59","124","128","127","123","122","115","6",,,,,,,,
"129","3","1172294961","2019-01-17 04:00:00","2019-01-18 13:29:59","128","6",,,,,,,,,,,,,
"130","3","1172049201","2019-01-18 13:30:00","2019-01-24 13:29:59","129","128","6",,,,,,,,,,,,
"131","3","1272909297","2019-01-24 13:30:00","2019-01-24 23:59:59","131","130","129","128","6",,,,,,,,,,
"132","3","1272925473","2019-01-25 00:00:00","2019-01-29 23:59:59","131","130","129","6",,,,,,,,,,,
"133","3","1274940897","2019-01-30 00:00:00","2019-01-31 03:59:59","132","131","130","129","6",,,,,,,,,,
"134","3","1268657537","2019-01-31 04:00:00","2019-01-31 13:29:59","132","131","130","6",,,,,,,,,,,
"135","3","1117597057","2019-01-31 13:30:00","2019-02-07 03:59:59","132","131","133","130","128","6",,,,,,,,,
"136","3","1125952833","2019-02-07 04:00:00","2019-02-07 13:29:59","132","133","6",,,,,,,,,,,,
"137","3","1077718321","2019-02-07 13:30:00","2019-02-10 23:59:59","134","135","133","132","6",,,,,,,,,,
"138","3","1077718273","2019-02-11 00:00:00","2019-02-13 23:59:59","136","134","135","133","132","6",,,,,,,,,
"139","3","1079799137","2019-02-14 00:00:00","2019-02-14 13:29:59","136","134","135","6",,,,,,,,,,,
"140","3","1096576353","2019-02-14 13:30:00","2019-02-21 13:29:59","136","140","139","134","135","6",,,,,,,,,
"141","3","1180511649","2019-02-21 13:30:00","2019-02-21 23:59:59","142","140","139","136","134","135","6",,,,,,,,
"142","3","1079848353","2019-02-22 00:00:00","2019-02-22 23:59:59","142","140","139","136","6",,,,,,,,,,
"143","3","1180544305","2019-02-23 00:00:00","2019-02-28 03:59:59","143","142","140","139","136","6",,,,,,,,,
"144","1","927455922","2019-02-07 13:30:00","2019-02-14 12:59:59","137","1","2",,,,,,,,,,,,
"145","1","929479282","2019-02-14 13:30:00","2019-02-21 12:59:59","141","1","2",,,,,,,,,,,,
"146","3","1092570561","2019-02-28 04:00:00","2019-02-28 13:29:59","143","142","140","6",,,,,,,,,,,
"147","3","1193233873","2019-02-28 13:30:00","2019-03-06 23:59:59","143","144","142","140","6",,,,,,,,,,
"148","3","1186762097","2019-03-07 00:00:00","2019-03-07 13:29:59","143","144","6",,,,,,,,,,,,
"149","3","1153207665","2019-03-07 13:30:00","2019-03-14 03:59:59","143","145","144","6",,,,,,,,,,,
"150","3","1155288417","2019-03-14 04:00:00","2019-03-14 13:29:59","145","6",,,,,,,,,,,,,
"151","3","1172065633","2019-03-14 13:30:00","2019-03-20 13:29:59","146","145","6",,,,,,,,,,,,
"152","3","1167977857","2019-03-21 04:00:00","2019-03-23 23:59:59","149","146","150","6",,,,,,,,,,,
"153","1","927087186","2019-03-14 13:30:00","2019-03-20 13:29:59","147","1","2",,,,,,,,,,,,
"154","3","1256017313","2019-03-20 13:30:00","2019-03-21 03:59:59","149","146","150","145","6",,,,,,,,,,
"155","3","1251782129","2019-03-24 00:00:00","2019-03-27 09:29:59","151","149","146","150","6",,,,,,,,,,
"156","3","1140821153","2019-03-27 09:30:00","2019-03-31 23:59:59","151","154","149","146","150","6",,,,,,,,,
"157","3","1075768353","2019-04-01 00:00:00","2019-04-01 23:59:59","151","155","154","149","146","150","6",,,,,,,,
"158","3","1075719281","2019-04-02 00:00:00","2019-04-04 03:59:59","151","154","149","146","150","6",,,,,,,,,
"159","3","1226616145","2019-04-04 04:00:00","2019-04-04 13:29:59","151","154","150","6",,,,,,,,,,,
"160","1","908933970","2019-03-20 13:30:00","2019-03-27 03:59:59","1","153","152","2",,,,,,,,,,,
"161","1","911047282","2019-03-27 04:00:00","2019-04-04 03:59:59","1","153","152","2",,,,,,,,,,,
"162","3","1077898273","2019-04-07 00:00:00","2019-04-11 03:59:59","156","154","150","6",,,,,,,,,,,
"163","3","1075817553","2019-04-04 13:30:00","2019-04-06 23:59:59","151","156","154","150","6",,,,,,,,,,
"164","3","1077865713","2019-04-11 04:00:00","2019-04-11 13:29:59","156","6",,,,,,,,,,,,,
"165","3","1111420145","2019-04-11 13:30:00","2019-04-18 03:59:59","162","161","156","160","6",,,,,,,,,,
"166","3","1113369633","2019-04-18 04:00:00","2019-04-18 13:29:59","162","161","160","6",,,,,,,,,,,
"167","3","1163701313","2019-04-18 13:30:00","2019-04-22 23:59:59","162","163","161","160","6",,,,,,,,,,
"168","3","1109380241","2019-04-23 00:00:00","2019-04-25 13:29:59","164","162","163","161","160","6",,,,,,,,,
"169","3","1159711889","2019-04-25 13:30:00","2019-05-02 03:59:59","166","164","165","163","161","160","6",,,,,,,,
"170","21","902382101","2018-01-01 00:00:00","2021-09-16 13:14:59","157","158","539","465","466","467",,,,,,,,,
"171","3","1167985745","2019-05-02 04:00:00","2019-05-02 13:29:59","166","164","165","160","6",,,,,,,,,,
"172","3","1201540097","2019-05-02 13:30:00","2019-05-03 21:59:59","166","168","164","165","160","6",,,,,,,,,
"173","3","1201556593","2019-05-03 22:00:00","2019-05-04 23:59:59","166","168","164","165","170","160","6",,,,,,,,
"174","3","1117654177","2019-05-05 00:00:00","2019-05-07 03:59:59","169","166","168","164","165","170","160","6",,,,,,,
"175","3","1151274145","2019-05-07 04:00:00","2019-05-09 03:59:59","169","166","168","165","170","160","6",,,,,,,,
"176","3","1151126689","2019-05-09 04:00:00","2019-05-09 13:29:59","169","166","168","170","6",,,,,,,,,,
"177","3","1203555409","2019-05-09 13:30:00","2019-05-16 03:59:59","171","169","172","168","170","6",,,,,,,,,
"178","3","1186925793","2019-05-16 04:00:00","2019-05-16 13:29:59","171","172","169","170","6",,,,,,,,,,
"179","3","1188875329","2019-05-16 13:30:00","2019-05-19 03:59:59","171","174","172","169","170","6",,,,,,,,,
"180","3","1239206977","2019-05-19 04:00:00","2019-05-23 03:59:59","171","174","172","170","6",,,,,,,,,,
"181","3","1241402545","2019-05-23 04:00:00","2019-05-23 13:29:59","171","174","170","6",,,,,,,,,,,
"182","3","1088244977","2019-05-23 13:30:00","2019-05-24 23:59:59","171","176","174","170","6",,,,,,,,,,
"183","3","1090309297","2019-05-25 00:00:00","2019-05-30 03:59:59","177","171","176","174","170","6",,,,,,,,,
"184","3","1084091537","2019-05-30 04:00:00","2019-05-30 13:29:59","177","176","170","6",,,,,,,,,,,
"185","3","1092381873","2019-05-30 13:30:00","2019-06-05 23:59:59","177","179","176","170","6",,,,,,,,,,
"186","3","1109158993","2019-06-06 00:00:00","2019-06-06 03:59:59","180","177","179","176","170","6",,,,,,,,,
"187","3","1109159089","2019-06-06 04:00:00","2019-06-07 10:29:59","180","177","179","170","6",,,,,,,,,,
"188","3","1125919921","2019-06-07 10:30:00","2019-06-08 03:59:59","180","177","182","179","170","6",,,,,,,,,
"189","3","1111485441","2019-06-08 04:00:00","2019-06-13 03:59:59","180","182","179","170","6",,,,,,,,,,
"190","3","1113402481","2019-06-13 04:00:00","2019-06-14 10:29:59","180","182","6",,,,,,,,,,,,
"191","3","1146940529","2019-06-14 10:30:00","2019-06-20 03:59:59","180","183","182","184","6",,,,,,,,,,
"192","3","1147006145","2019-06-20 04:00:00","2019-06-20 13:29:59","183","184","6",,,,,,,,,,,,
"193","3","1142803697","2019-06-20 13:30:00","2019-06-26 13:29:59","186","183","184","6",,,,,,,,,,,
"194","1","937744819","2019-04-04 04:00:00","2019-04-11 03:59:59","152","1","2",,,,,,,,,,,,
"195","1","937801971","2019-04-11 13:30:00","2019-04-25 03:59:59","159","1","2",,,,,,,,,,,,
"196","1","937687507","2019-04-25 13:30:00","2019-05-03 21:59:59","167","1","2",,,,,,,,,,,,
"197","1","924874835","2019-05-03 22:00:00","2019-05-07 03:59:59","173","167","1","2",,,,,,,,,,,
"198","1","920680787","2019-05-07 04:00:00","2019-05-09 03:59:59","167","1","2",,,,,,,,,,,,
"199","200","1210493866","2017-12-01 00:00:00","2017-12-01 23:59:59","175","111","110",,,,,,,,,,,,
"200","1","919018195","2019-05-23 13:30:00","2019-05-30 03:59:59","178","1","2",,,,,,,,,,,,
"201","1","916749299","2019-05-30 13:30:00","2019-06-07 12:59:59","181","1","2",,,,,,,,,,,,
"202","1","931379955","2019-06-14 10:30:00","2019-06-26 03:59:59","185","1","2",,,,,,,,,,,,
"203","1","910293587","2019-06-26 13:30:00","2019-07-04 03:59:59","189","1","2",,,,,,,,,,,,
"204","3","1176259825","2019-06-26 13:30:00","2019-07-04 03:59:59","187","188","186","183","184","6",,,,,,,,,
"205","3","1186778145","2019-07-04 04:00:00","2019-07-04 13:29:59","187","188","184","6",,,,,,,,,,,
"206","3","1201458257","2019-07-04 13:30:00","2019-07-06 23:59:59","190","187","188","184","6",,,,,,,,,,
"207","3","1203506209","2019-07-07 00:00:00","2019-07-11 03:59:59","191","190","187","188","184","6",,,,,,,,,
"208","3","1203604721","2019-07-11 04:00:00","2019-07-11 13:29:59","191","190","6",,,,,,,,,,,,
"209","3","1220381937","2019-07-11 13:30:00","2019-07-18 03:59:59","191","192","190","196","6",,,,,,,,,,
"210","3","1222626401","2019-07-18 04:00:00","2019-07-18 13:29:59","191","192","196","6",,,,,,,,,,,
"211","3","1105101793","2019-07-21 04:00:00","2019-07-25 03:59:59","198","199","192","196","6",,,,,,,,,,
"212","3","1222626337","2019-07-18 13:30:00","2019-07-21 03:59:59","191","198","199","192","196","6",,,,,,,,,
"213","3","1107264417","2019-07-25 04:00:00","2019-07-31 13:29:59","201","198","199","196","6",,,,,,,,,,
"214","3","1134519217","2019-07-31 13:30:00","2019-08-04 23:59:59","202","201","198","199","196","6",,,,,,,,,
"215","3","1142842177","2019-08-05 00:00:00","2019-08-07 03:59:59","203","202","201","198","199","196","6",,,,,,,,
"216","3","1144972129","2019-08-07 04:00:00","2019-08-07 13:29:59","203","202","196","6",,,,,,,,,,,
"217","3","1128194913","2019-08-07 13:30:00","2019-08-15 03:59:59","206","203","204","202","196","6",,,,,,,,,
"218","3","1128162081","2019-08-15 04:00:00","2019-08-15 13:29:59","206","203","204","6",,,,,,,,,,,
"219","1","2051238660","2019-07-04 04:00:00","2019-07-11 13:29:59","1","2",,,,,,,,,,,,,
"220","1","911170451","2019-07-11 13:30:00","2019-07-18 03:59:59","195","1","194","193","2",,,,,,,,,,
"221","1","930052147","2019-07-18 04:00:00","2019-07-18 13:29:59","1","194","193","2",,,,,,,,,,,
"222","1","929438428","2019-07-18 13:30:00","2019-07-31 12:59:59","197","1","194","193","2",,,,,,,,,,
"223","200","1231449066","2017-12-02 00:00:00","2017-12-01 23:59:59","200","111","110",,,,,,,,,,,,
"224","1","2051238660","2019-07-31 13:00:00","2019-07-31 13:29:59","1","2",,,,,,,,,,,,,
"225","1","2051238660","2019-08-07 00:00:00","2019-08-07 13:29:59","1","2",,,,,,,,,,,,,
"226","1","931444988","2019-08-07 13:30:00","2019-08-22 03:59:59","207","1","2",,,,,,,,,,,,
"227","1","914651516","2019-07-31 13:30:00","2019-08-06 23:59:59","210","1","2",,,,,,,,,,,,
"228","22","952714261","2018-01-01 00:00:00","2021-09-16 13:14:59","208","209","540","468","469","470",,,,,,,,,
"229","3","1111385073","2019-08-15 13:30:00","2019-08-18 23:59:59","206","203","211","204","6",,,,,,,,,,
"230","3","1111319521","2019-08-19 00:00:00","2019-08-19 03:59:59","212","206","203","211","204","6",,,,,,,,,
"231","3","1113416673","2019-08-19 04:00:00","2019-08-22 13:29:59","212","206","211","204","6",,,,,,,,,,
"232","1","2051238660","2019-08-22 04:00:00","2019-08-22 13:29:59","1","2",,,,,,,,,,,,,
"233","1","910621084","2019-08-22 13:30:00","2019-08-29 12:59:59","213","1","2",,,,,,,,,,,,
"234","3","1096786721","2019-08-22 13:30:00","2019-08-29 03:59:59","212","206","214","211","204","6",,,,,,,,,
"235","3","1092436881","2019-08-29 04:00:00","2019-08-29 13:29:59","212","214","6",,,,,,,,,,,,
"236","3","1100972897","2019-08-29 13:30:00","2019-09-02 03:59:59","212","215","214","216","6",,,,,,,,,,
"237","3","1084195681","2019-09-02 04:00:00","2019-09-05 03:59:59","215","214","216","6",,,,,,,,,,,
"238","3","1086210833","2019-09-05 04:00:00","2019-09-05 13:29:59","215","216","6",,,,,,,,,,,,
"239","3","1186808593","2019-09-05 13:30:00","2019-09-12 03:59:59","219","217","215","216","6","220",,,,,,,,,
"240","3","1186759649","2019-09-12 04:00:00","2019-09-12 13:29:59","219","217","220","6",,,,,,,,,,,
"241","3","1188971281","2019-09-12 13:30:00","2019-09-14 23:59:59","219","222","217","220","6",,,,,,,,,,
"242","3","1170031585","2019-09-15 00:00:00","2019-09-19 03:59:59","223","219","222","217","220","6",,,,,,,,,
"243","3","1172194065","2019-09-19 04:00:00","2019-09-19 13:29:59","223","219","222","220","6",,,,,,,,,,
"244","3","1153319905","2019-09-19 13:30:00","2019-09-19 23:59:59","224","223","219","222","220","6",,,,,,,,,
"245","3","1155269585","2019-09-20 00:00:00","2019-09-26 03:59:59","225","224","223","219","222","220","6",,,,,,,,
"246","3","1172145089","2019-09-26 04:00:00","2019-09-26 13:29:59","225","224","223","220","6",,,,,,,,,,
"247","3","1138590657","2019-09-26 13:30:00","2019-09-27 03:59:59","225","227","224","223","220","6",,,,,,,,,
"248","3","1151132577","2019-09-27 04:00:00","2019-10-03 03:59:59","225","227","224","220","6",,,,,,,,,,
"249","3","1075667793","2019-10-03 04:00:00","2019-10-03 13:29:59","225","227","220","6",,,,,,,,,,,
"250","3","1176331089","2019-10-03 13:30:00","2019-10-04 03:59:59","229","220","227","225","6",,,,,,,,,,
"251","3","1195156241","2019-10-04 04:00:00","2019-10-09 13:29:59","229","220","227","6",,,,,,,,,,,
"252","1","931224412","2019-09-05 13:30:00","2019-09-14 13:59:59","218","1","2",,,,,,,,,,,,
"253","1","912415388","2019-09-14 14:00:00","2019-09-17 03:59:59","221","218","1","2",,,,,,,,,,,
"254","1","912415708","2019-09-17 04:00:00","2019-09-19 03:59:59","218","1","2",,,,,,,,,,,,
"255","1","931346524","2019-09-19 13:30:00","2019-09-26 12:59:59","226","1","2",,,,,,,,,,,,
"256","1","918821788","2019-09-26 13:30:00","2019-10-02 23:59:59","228","1","2",,,,,,,,,,,,
"257","3","1161814801","2019-10-09 13:30:00","2019-10-10 03:59:59","231","235","229","220","227","6",,,,,,,,,
"258","3","1178444577","2019-10-10 04:00:00","2019-10-14 23:59:59","231","235","229","6",,,,,,,,,,,
